 November 2022,5,Great place to stay in Rabat,"Fabulous place to stay! Gorgeous grounds and pool. Room was very nice, quiet, comfortable. Waterfall shower! Ate at least 3 meals here (B, L, D) - food was outstanding, service also. If nice weather, eat in the outdoor area. Room had a little patio.",hotelName,city
 September 2011,5,"Lovely setting, great service, and also good for business","This hotel has lots of local character, without sacrificing efficiency or comfort. The grounds are lovely, with orange trees and pretty landscaping, and even better, fragrant air especially in the evening. The rooms are clean, spacious, locally decorated, and efficient. The floors are clean tile, the bed comfortable, there's a desk with a little box covering the sockets for electronics, and a good flat screen TV. A large bath has a window. Lovely linens and comfortable bed. The restaurant is also very good; you can sit outside or in, and the service is very good. A most pleasant stay, the kind that makes you wish you had an extra day.",Villa_Mandarine,Rabat
 August 2011,4,An Oasis in Rabat,"Ate here twice, and botht times the emal was amazing. Very well prepared and flavoursome. The grounds were the most amazing part of this place, set amongst a beautiful landscaped gardens, the smells of the flowers and the visual display was amazing. Staff were extremely polite and courteous during the ramadan period we were there and when I return i will stay here definately. The decor is amazing and traditional, not fake. It was really amazing.",Villa_Mandarine,Rabat
 March 2011,5,Relaxing place to stay in Rabat,"We stayed at Villa Mandarine one night in March 2011 during a tour of Morocco. Its a beautiful, relaxing hotel. The breakfast was excellent and we were even greeted with a peacock showing off its feathers in front of our table. There is an lovely pool, and incredible gardens. Dinner was very good. The service at the hotel was superb. The downside (if its important to you which it wasnt to us) is that the hotel is on the outskirts of town.",Villa_Mandarine,Rabat
 April 2011,5,A really lovely and quite place to start your visit to Morocco,"A very charming hotel, with beautiful rooms, good beds and a very nice restaurant. The hotel has several terraces where you can sit and relax, a beautiful garden, a good swimming pool and other recreational facilities, like jeu de boulle and pingpong. It all was in very good condition and they pay a lot of attention keeping it that way. The staff is accurate and helpful, without being to present. The restaurant serves great meals and also a good Moroccan day menu, although they didn't seem to offer it every day. It is located approximately 15 minutes from the city center of Rabat, which makes it a great place to get acquaintend to Morocco and relax.",Villa_Mandarine,Rabat
 March 2011,5,Expensive but nice,"This is an idyllic large house / small hotel set in gorgeous gardens (complete with peacocks) with very well appointed rooms. It is very comfortable, all facilities, nice heated (outdoor) pool, internet in the room (albeit cable), and a wonderful breakfast (try the Moroccon pancakes, and also the home-made jams). It is rather far out of town, and it is not at all cheap, but if you want somewhere really nice to stay, with personality, this is it.",Villa_Mandarine,Rabat
 October 2010,5,Outstanding Riad,The grounds of this Riad are spectacular. Beautiful flowers and interesting sculptures. Our room was elegant and the staff is very helpful and friendly. The wifi and internet work extremely well. Great place to have a glass of wine in the garden and then a nice dinner. We were touring Morocco so transportation was not a problem. I give Villa Mandarine by highest rating. A great place to stay.,Villa_Mandarine,Rabat
 April 2010,4,"Nice, but out of town!","Well maintained, excellent, charming, quiet Riad but the main drawback is that it is about 20 minutes out of town. Not too expensive to get a ""petit taxi"" into the city - but it is a pain! The staff is very courteous and extremely helpful & the free internet in the rooms a real bonus. Rabat is a sleepy, boring town & we are unlikely to return.",Villa_Mandarine,Rabat
 December 2009,5,Great Place to Stay,There were 4 of us in different rooms on a business trip and this was a wonderful place to stay. A little out of the way but great rooms and atmosphere. They had internet service in all the rooms as well.,Villa_Mandarine,Rabat
 October 2008,4,Amazing Mediterranean cosy place,"After a business day, I can only recommend spending the evening in one of the hidden inner gardens, blessed by the perfume of the flowers and enjoying a nice glass of wine. Service may improve - that's right - but the wonderful atmosphere makes you leave behind those small issues.",Villa_Mandarine,Rabat
 November 2009,2,the food has gotten a lot worst,"As residents of rabat ,we have visted Villa mandarine many times.however the last 2 times the food has been a disaster.Everything was oily and tasted like argan oil.The fish was overcooked and dry.Will not set foot there anymore unless they have a new chef",Villa_Mandarine,Rabat
 October 2009,5,Beautiful Riad,"Villa Mandarine is an exceedingly beautiful and elegant Riad, with large, beautiful and elegantly furnished rooms. Ours had a small balcony overlooking the lovely garden. The grounds are beautifully planted and there is a lovely heated pool. The breakfast buffet had a large selection of items, and cooked eggs were also available. We had an excellent dinner at the lovely restaurant. However, as our dinner was included in our room rate, we were not allowed to order off the menu, but had only a limited choice of items. Nonetheless, the food was delicious. The Riad did not provide us with bottled water in the room; presumably you could get it from the restaurant. The Riad is outside the city of Rabat, so you need transportation to get to the city.",Villa_Mandarine,Rabat
 June 2009,5,A peaceful and rejuvenating pleasure,"My husband and I took our four year old son to Rabat in June to visit my 21 year old step daughter who was studying Arabic at a university in the city. I had always wanted to visit Morrocco so I jumped at the opportunity to plan a family vacation when we found out my husband's daughter would be there for several weeks.. Granted there are some limitations when you travel with a small child so we had to be very careful about selecting our place to stay. I have to say Villa Mandarine exceeded our expectations. The room was the perfect size for us and my son had his own twin bed in a large vestibule joining the bedroom and bath areas. The food at Villa Mandarine was excellent and their restaurant is well known amongst professional locals, the grounds are beautifully landscaped…",Villa_Mandarine,Rabat
 May 2009,5,Excellent hotel with alot of atmosphere and beautiful gardens...,We stayed here for two nights upon arrival in Morocco. It was a perfect way to ease into the culture after a very long trip. Welcome was very nice and after a short time we were shown to a suite...we had booked Clemantine but ended up in Pamplemousse (a highter priced room but they of course did not charge extra...people in Clemantine stayed longer than expected). What a beautiful room with two seperate areas and everything you could want. Rooms are scattered throughout the grounds and are all very unique with traditional decor...I think any room would be nice and private. Arranged transfer from airport and they were there to meet us and this went smoothly. We enjoyed dinner in the restaurant both nights and found it good and nice service. At night especially the place smells so…,Villa_Mandarine,Rabat
 April 2009,4,"Luxe, calme et volupté","The hotel is really very nice, the rooms are big, warm (it was quite chilly outside when we were there), nicely furnished, spacious and the bathroom has everything one might need. Breakfast was very good, a big selection of delicious homemade jams, freshly squeezed orange juice. The only ""bémol"" is the so called gastronomic restaurant, we had two dinners there and both were really very disappointing, overcooked fish and tasteless food, such a shame ! The gardens and patios are marvellous and the general atmosphere is really very pleasant.",Villa_Mandarine,Rabat
 October 2008,5,Beautiful Spot,"A beautiful ryad - actually more like a country home. The rooms are comfortable with all the necessary amenities. Each room has its own priviate garden where you can sit and enjoy a private, relaxing moment. We loved the restaurant. We stayed some 10 days in Morocco, including 5 different ryads/hotels and many restaurants but Mandarine had the best chicken tagine in the entire country! The breakfast was interesting, varied and plentiful. I would recommend this ryad without reservation.",Villa_Mandarine,Rabat
 October 2008,4,Above average,"Our travel agent selected this hotel to cater for our requirements - somewhere nice and relaxing and with a pool. It exceeded our expectations. The villa is set in quite the most beautiful grounds. The smell of the flowers from the garden when we arrived mid evening is one that I will not forget in a long time. Villa Mandarine is in an area of Rabat that houses many of the embassies. A bit like going to Canberra and staying in Red Hill or Forrest. As others have indicated, the taxi system is different, with the petite taxis arriving with up to 30MAD on the meter which you need to pay as well as your component of the journey. The pool area is very nice with a reasonable size (and very deep) pool (at the deep end) . Nice deck chairs for relaxing and there are other chairs…",Villa_Mandarine,Rabat
 August 2008,5,Beautiful setting outside Rabat,"We selected this hotel as we had some trouble finding anything suitable in Rabat, and we did read one worrying review on TA. However we were enchanted. The extensive villa (part Mediterranean style part Moroccan) has about 30 rooms, and is set in quite the most beautiful grounds. This makes al fresco breakfast plus evening dining if you want it (the place is known for its restaurant as much as for accomodation) all but idyllic. The rooms are comfortable, very clean, fully serviced, and more than adequate, though not luxurious, and if anything a tad lacking in storage space. Public spaces are excellent and the whole property has a splendid interior courtyard as well as the exquisite gardens. Staff were exceptionally courteous and helpful (we had arranged a hire car and the…",Villa_Mandarine,Rabat
 April 2007,4,Feels like home,"Although this is not a small hotel, it makes you feel like you were at home. That is, your home includes a large park with a pool and an orange tree grove, large sitting areas in- and outdoor, a dining room with your own chef...The whole place is spotless clean and in perfect condition. The hotel is a bit out of the way so a car or a taxi ride are needed to reach it. The architecture reminds of the 1960s and has only a few morrocan elements on display.",Villa_Mandarine,Rabat
 January 2006,5,Unparalleled living in Rabat,"I've come back to the Villa Mandarine numerous times since it first opened a few years ago. It is unlike any hotel experience I have ever had: like being in a warm, gracious, elite home (which it once was), but not so small as to feel claustrophobic. The hotel is exquisitely appointed, a real feast for the eyes with Berber rugs and art and color and architectural treats everywhere you look... gardens replete with enough different citrus trees to live up to its name... big rooms with small balconies, lots of light, high-speed DSL connections (free)... very quiet ambiance... and a truly international kitchen whose modern cooking is world-class (the only disappointment is the Moroccan food, which should be better). The Villa's staff are impeccable, with personal service their…",Villa_Mandarine,Rabat
 May 2005,5,"Beautiful garden, great breakfasts, great staff","We started our honeymoon at Villa Mandarine - and it was absolutely the best way to begin married life! The staff are great - we had a lovely welcome from everyone. They arranged car hire, dinner in an excellent restaurant in Rabat - and were generally very helpful. The hotel is beautiful but in a very comfortable relaxed way. The garden is absolutely magnificent and is a fantastic place to sit. The pool was v clean - and practially deserted which we loved! The breakfasts are full of fresh fruit and pastries. We really couldn't recommend this hotel more. If you want somewhere quiet just to relax this is definitely the place for you.",Villa_Mandarine,Rabat
