 December 2022,5,Luxury in Town,"Such a treat!!! The hotel is beautiful - the interior courtyard where breakfast is served & the rooftop terrace in particular. You don't want to miss sunset on the roof. The service we had was top notch. The food was excellent. It is in a great location, too, so that you can walk to everything in the old Medina and the beach.",hotelName,city
 April 2019,5,Good choice in Essaouria,"My wife and I spent two nights in Essaouria after some days in Marrakesh. L'Heure Bleue Palais was a very pleasant place to stay. It is just in the beginning of the main street of the medina, so it is very practical if you have luggage and it is easy to find. The building is absolutely stunning. It is like in a movie set. The roof terrace is a nice place to relax, but in April the sea breeze was still rather cold. It is not the cheapest place to stay in town, but if you are looking for a nice place to stay for a few days it is worth it. We enjoyed Essaouria very much. It is not as hectic as Marrakesh and the people are a lot friendlier. We would recommend people to only to visit Marrakesh, but also go to Essaouria and this is a good place to stay.",L_Heure_Bleue_Palais,Essaouira
 April 2019,5,Stunning place,Great location in the walls so close to everything. Beautiful building well looked after real luxury. The rooms are small but the most comfortable bed with lovely clean linen. The bathroom is good great shower the soap is amazing. Beds drawn back at night with a chocolate on pillow. Great choice at breakfast served in the courtyard.Staff are very friendly and helpful and gave us a lunch box when we left.,L_Heure_Bleue_Palais,Essaouira
 April 2019,5,Holiday,"I was immediately amazed by the location. But the thing that struck me most was (besides the beauty) kindness and willingness to help me solve some of the tasks I had, the girl works at the reception: named haasma.In 2 minutes solved the problem for me.Brava and super in his work.Thanks. Vote 10",L_Heure_Bleue_Palais,Essaouira
 April 2019,5,Amazing stay in Essaouira,"Staff was excellent. Everyone from housekeeping to the servers and concierge, Eric was very welcoming and took care of our every wish. Food was excellent and location could not be better. Recommended great restaurants outside the hotel as well",L_Heure_Bleue_Palais,Essaouira
 April 2019,5,Very good,"The wellcome from the reception was vey good.They upgraded us to wonderfull rooms.The Palace is beautifull from the entrance to the rooms and the courtyard.Everyone was very friendly and helpfull.The only thing I can fault them to a certain extent was the cost of their food and drinks.The food at the reataurant was very good but very expensive,so was their afterdinner drinks and coffee.I can however recommend the Palais for a superior stay.",L_Heure_Bleue_Palais,Essaouira
 March 2019,5,Gorgeous oasis,"This hotel is all colonial architecture, charm and class. You’re greeted with delicious tea and cookies in the stunning atrium that has a full tropical garden. The rooftop boats a pool the color of the sea with lounge areas fit for reading and relaxing the warm Moroccan air. The breakfast is not to be missed. We enjoyed cocktails in the lounge at night with a fire and sunk into the beautiful leather couches and felt a million miles from everywhere, in the best way!",L_Heure_Bleue_Palais,Essaouira
 February 2019,4,Beautiful building but tiny beds!,"I stayed as part of a small group trip. This was our last stop. Staff were excellent, very friendly and attentive. Great selection of food at breakfast but poor coffee. Lovely roof terrace with large pool and great views. Room was really hot with no means of controlling temperature and the single beds were tiny! A couple of personal niggles; don’t like flower petals strewn around and didn’t like the fact that a member of staff came into the room so often. Probably my fault for not using the “do not disturb” sign.",L_Heure_Bleue_Palais,Essaouira
 February 2019,5,Perfect blend of old and new,"We escaped the hustle and bustle of Marrakech to the coast Unseasonally hot in Morocco, the brief escape to the coast was a great idea . No better place than Essouira No beter place to stay than here in area. Perfect location on an old/ historic building that has been upgraded to provide everything the 21st century traveller could want whilst decor in public areas has been maintained at a period style to reflect the buildings age and history. The internal courtyard is just beautiful. Swimming pool and terrace is a lovely relaxing area too. - sun and shade available. Bedrooms are comfortable and well furnished. Dining room is tradition and elegant. Romantic too. Excellent quality food tho it is charged at quite a premium. Staff delightful in all areas.",L_Heure_Bleue_Palais,Essaouira
 February 2019,5,Amazing riad in Essaouria medina,"This definitely is a haven of calm just inside the medina gate. A huge courtyard in the centre where you can relax, eat and drink. Everywhere has magnificent tiling and the bar and restaurant fabulous carved wooden ceilings. Fires were lit when weather turned a bit chilly. Our room was very nice with all you require in it. Breakfast buffet is amazing and included in the price. The staff were very friendly and welcoming with always a smile and a greeting. The restaurant menu looked good but was far too expensive for us so we ate out. Loads of reasonably priced and good restaurants to choose from locally.",L_Heure_Bleue_Palais,Essaouira
 May 2018,2,Can’t decide if it’s indifference or complacency,"The hotel is a lovely building and the location at the edge of the old city is a good one and it is easy to locate amongst the maze of narrow streets and alleys. The room was also quite comfortable and although quite large, did feel quite cramped because of the way it was laid out and the ‘stuff’ that was crammed in. MYbe also because the main windows face into the riad and you are very much open to the corridor if you do t keep the windows closed, making it dark. The service however is amateurish at best and unpleasant at worst. Although are driver did phone to let the hotel know we were arriving and a staff member to come to meet us in the car park, they were happy to stand and watch as we struggled with our bags up to and into the hotel. OK we have been spoiled by the…",L_Heure_Bleue_Palais,Essaouira
