 October 2022,5,A Fabulous Stay,"We had a wonderful stay here at Riad Zahra. The staff are SO friendly and the Owners are just the loveliest: so attentive, polite and it was so nice to have been made to feel like a guest in a home rather than as a room number as hotels can make you feel. The riad is less than a 5 minute easy walk down to the beach, which was perfect! The vibe of the riad is so calming and relaxing, the rooms were kept immaculately clean and tidy and had all that we required. The garden area (with resident tortoise!) was probably our favourite, the pool was fabulous a lovely relaxing area, spacious enough to be comfortably used by multiple guests staying at the Riad. Breakfast was OUTSTANDING, the best breakfast out of the three stays we did during our Morocco trip. Walking down to…",hotelName,city
 April 2018,5,"Good location, big rooms, friendly staff","We were a family of 4 who booked 2 rooms in the Easter school holidays. The hotel is lovely inside and the staff at reception were lovely and there was nothing that was too much bother. Breakfast was great, with a cold buffet selection plus a daily hot item like moroccan pancakes. Pool was good although we weren't lucky enough to get the best weather so didn't use it as much as we would have otherwise. They arranged a taxi for us from the airport. Rooms were cleaned daily. Beds were hard but that seems to be the norm in Morocco, but we still slept well. In a quiet side street, easy 20-25 min walk from the Medina or around £1 in a taxi (taxi's only take 3 people). To the left along the beach is a set of 4 beach restaurants where we enjoyed lunch most days as we could sit in…",Riad_Zahra,Essaouira
 March 2018,3,Mixed experience,"Good points Friendly and polite staff, close to the beach. Nice pool to relax next to. Clean rooms and bathrooms. Not so good points The breakfast was okay on some days but burnt bread and eggs that were not even boiled properly on other days. (If boiling eggs was a struggle perhaps scrambled or sunny side up would have done nicely) If we had know the quality of the same monotonous breakfast that was served each day, we would not have booked with breakfast included. Also the fruit offering was a couple of half mouldy bananas, very disappointing.",Riad_Zahra,Essaouira
 April 2018,5,Your address for good food and fish,"We had a lovely dinner at The riad, the view was splendid, and the service was excellent. The starters were so yummy and variant, Im not a big fan of seafood but the plates were well marinated and tasted GOOD. Not to mention the homemade tiramisu, a pudding to DIE for.",Riad_Zahra,Essaouira
 June 2017,5,"Convinient, friendly and good value.","Stayed here in june 2017 with my family of six. We had to book two rooms, as they don't have rooms big enough for all of us. The rooms are quite big and comfortable. Breakfast is included and is very generous and tasty (maybe a bit on the sweet side though...). There is a big swimmingpool that we found to be a bit too chilly. It may be perfect on a really hot day but even in june - the weather in Essaouira was not very hot. It was at times very windy, so hold on to your hat! Location-wise, this riad is almost spot on. It is a nice walk for about fifteen minutes along the seafront into the spectacular old town. We usually opted for a 'Petite Taxi' to get back to the hotel in the evening. It's dirt cheap, fast and fun. I do need to mention the staff at Riad Zahra. Everyone is…",Riad_Zahra,Essaouira
 January 2018,5,A gem of a hotel,"This hotel has classic feel not the usual plastic and marble, where it out rates all the competitors is the personal service from the owners, they are there from the tome you rise till you retire and they and the staff offer excellent service. The pool tho a little cold in early January does give a lovely setting to sunbath until the early afternoon, the evening meal offer at the hotel was such good value and excellent quality that we used it every night from day two, the options and meal suggestions were a mix of flavours and every one was better than anticipated.should I return to Morocco this area and Hotel will be on the list",Riad_Zahra,Essaouira
 December 2017,5,Lovely friendly hotel in a great location,"My husband and I decided to come to Morocco for a week to escape Christmas completely, and we stayed at Riad Zahra for 5 nights. After having our first night in Marrakesh and a comfortable and very cheap coach ride (80 Dh - £6.40 for a 3hr journey) we arrived at Riad Zahra. The first thing we noticed and best thing about the Riad is the staff and owners - they are extremely friendly and helpful but in a completely sincere and non-pushy way. Special mention to the delightful waiter- who also seemed to be doubling as a reception clerk and must work incredibly long hours, but always has a smile and a friendly greeting! Our room was clean and quiet and had everything we needed but I think we'd picked the cheapest when booking and I did get 'room envy' of some of the bigger…",Riad_Zahra,Essaouira
 December 2017,5,Authentic hotel with good atmosphere,"My girlfriend and I stayed in the hotel for 7 nights. All staff contributed to deliver a good service and the atmosphere was very positive. The location is 3 minutes walk from the beach which is handy if you go kitesurfing. I have been in many hotels all over the world, but the Riad Zahra is definately the only hotel which I hope to visit again.",Riad_Zahra,Essaouira
 November 2017,4,Nice and tidy,"Big riad with many rooms made it a bit unpersonal. The staff were very friendly and helpfull. Nice pool with many sunbeds. Good breakfast. The beds were a bit hard, esp. the ""sofa beds"". Clean and tidy. Very big and beautiful reseption area.",Riad_Zahra,Essaouira
 July 2017,3,"Nice Riad, simple accommodation.","The Riad is well kept, rooms are comfortable , the beds are worn and internet is very spotty. There is a pool to cool off on hot days, but the area gets spotty sun over the day for sun lovers. There is an on site restaurant that serves great meals and reasonable prices, which is more like fine dinning. A short 10 minute walk to the beach and a reasonable stroll (30 min) gets you to the town centre. No air conditioning, which is ok during the windy months as you get a cool night breeze. There is free on site parking and the location feels secure.",Riad_Zahra,Essaouira
 September 2017,3,A mixed bag!,When you go for a bargain holiday you always hope that you will be pleasantly surprised. But it’s always a risk. We decided to have late September week in Morocco staying in Essasouira at the Riad Zahra. It cost around £60 a night B&B. It was a mixed bag! It is a family run - really family run - hotel. The couple who run it live and breathe the place. They are there at breakfast and still there when you get back from a night out at 10.30. And they are attentive and friendly. The hotel is based in an old riad - as are many hotels in Morocco. A big old mansion with a central atrium with rooms gathered around it. It had a swimming pool which was one of its main attractions - although you had to be brave to swim in it - it was quite bracing! But it was nice to sit and…,Riad_Zahra,Essaouira
 October 2017,5,A lovely Riad full of charm and tradition,"The Riad Zahra was recommended to me by somebody who had previously stayed there and it did not disappoint. We had a suite on the top floor with a partial view of the sea. The room was spacious for the 3 of us and had ample storage for our clothes and belongings. The beds were comfortable and the room was extremely clean. There was maid service everyday. The owner and all of the staff were exceptional. All were very friendly and extremely helpful with any requests. The pool was quite cold but the children tolerated it, especially as it was quite hot the week we went and we did encounter the resident turtle one afternoon which was lovely. The Riad is very close to the beach, not far from the camels and horses and other beach activities. It was about a 20 minute walk down to the…",Riad_Zahra,Essaouira
