 January 2023,5,The best place in Fes - no contest,"This is in the top two places I have ever stayed in in my life. Incredible experience, everything is at the top level. We also visited a couple of high end bigger hotels-riads in Fes which were very nice, but nothing compares with Riad Le Caliphe. It's a 5-star ""hotel"" with amenities and service you would expect, but on a personal level. Yasmine and Alex are passionate about what they do and it makes all the difference about how you will experience Fes.",Riad_Le_Calife-Fes_Fes_Meknes,hotelName,city
 December 2019,5,Best Riad ever!,"Riad Le Calife doesn’t need another incredible review, but it deserves one! We spent two weeks in Morocco - across 5 riads, one luxury desert tent and a hotel - and this was by far our favourite! The location was perfect - a stone’s throw from the main Médina/souks and attractions (although you’ll still get lost trying to find them!) but in a nice quiet location that felt safe with no hassle. The Riad itself is a haven - a thoroughly relaxing place to be and they have thought of every detail and got it SPOT ON! The roof terrace for a relaxing drink in an evening is lovely, and the food was the best we had in Morocco! Make sure you stay in one night for dinner! The room was beautifully decorated, every single member of staff was very friendly, and I’d go back to Fes just to…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2019,5,A TRUE riad experience,"A lot of places are called ""Riad"", but there are four elements to be a TRUE riad: - Open patio - Ground garden - Fountain - Decoration composed of woodwork on the ceiling, plaster and tiles Le calife has the four of them, making it a real riad. The whole place is a masterpiece. Our room was fantastic, incredibly spacious and clean. The owners and the staff are very friendly and helpful with recommendations on things to do, places to eat.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2019,5,Super Nice........,"Arrive for a 3 night stay while in Fes. I was truly amazed. I was welcomed by the owner and given a brief history of the place. It is beautiful. The courtyard was amazing, my room was perfect. I will for sure stay here again. Breakfast was beyond good.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2019,5,Highlight of our 3 city tour in Morocco-A MUST STAY if they have availity during your time!,"From honest and extremely well natured hospitality and service to the wonderfully appointed accommodations, we were never left with any needs. We were always amazed with their ability to coordinate our days with such ease which made our time in Fez so enjoyable. Alex and team always went above and beyond with details that other Riads and hotels don't even think of. The Le Calife staff's passion and knowledge of how to enjoy your time in Fes makes its way into every booking (take advantage of the Medina day tour!) and recommendation. My wife was sad to leave and more sad when we arrived home!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2019,5,Extraordinary!!,"More wonderful than every review you've read. This is a stunningly beautiful riad with stylishly furnished rooms, lovely common spaces and a gorgeous rooftop terrace. But most importantly, this gem elevates service and hospitality to a sublime level. Jasmine, Alexandre and their delightful staff seem to guess your every need from restaurant recommendations to an evening beer on the rooftop terrace. Their recommendations for restaurants and local guides are excellent and they even arrange for the restaurants to walk you over/walk you home so that you don’t get lost in the maze of the Medina. Better yet, have dinner at the Riad - an oasis of calm in a very busy city. Usually we’re not “guided tour” people but we really enjoyed having a guide on our first day (Hassan was great) to…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2019,5,Wow. Just wow...,"We're just back from 2 weeks and 6 different luxury riads in Morocco, and nothing compared to Riad Le Calife. Yasmine and Alex have run this like their own home for 12 years, and it's their passion. They greet and make friends with every guest, and insist on helping with every detail. Their staff is like their family, and equally always there to help. Location is excellent. It's beautifully decorated, romantic, tasteful and clean. The breakfast is excellent, served on the rooftop terrace, as is the dinner which is done by request. I wouldn't change a single thing.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2019,5,Wonderful riad,What a wonderful place! The room was small but lovely and opened up onto a beautiful courtyard. The upstairs terrace and dining room provided spectacular view of the city and the staff were incredibly kind and helpful. Our favorite place on our Moroccan journey!,Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2019,5,"Wonderful stay, delightful hosts","Riad Le Calife was a wonderful, hidden gem in the heart of the bustling Medina. Alex, Yasmine and the staff were extremely warm and hospitable. The food at the Riad was fantastic and the rooms, comfortable and nicely decorated. The Medina was a little challenging to navigate so it was wonderful that there was always a staff member available to walk us to our selected destinations. We would definitely stay at Riad Le Calife when we return to Fes.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2019,5,“The Highest Praise” is an Understatement,"My wife and I arrived in Fes jet-lagged and tired from a long transatlantic flight and an almost as long train ride from Casablanca. From the moment we spotted the driver at the train station that our hosts had sent to bring us to their riad to our departure five days later, we received nothing but genuine warmth, hospitality, care and assistance that was totally off-the-charts. The initial orientation they gave us about Fes was helpful. We had made a reservation to eat at the Riad our first night and our meal was spectacular. Our room was spacious, impeccably clean and comfortable. The two guides they arranged for us — one giving us an unhurried day-long walk through the Medina and the other a day-long private car drive over part of the Atlas. Mountains — were…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2019,5,An amazing stay with 2 of the warmest hosts you will ever find anywhere,"We stayed at the Riad Le Calife for 4 nights and it was by far the best place we stayed at over our 3 1/2 week trip. The hosts, Alex and Yasmine, were so warm and made sure our stay in Fes was memorable. On a daily basis, they checked with us regarding our day’s itinerary making sure everything was perfect. Our room at their Riad was beautiful and very large. Fresh fruit greeted us daily with their special cookies. This Riad is small and quaint and you actually feel like you’re part of their family. Their restaurant served a wonderful daily breakfast and offered amazing dinners. I so strongly recommend this Riad when traveling to Fes. Need to figure out our next trip so we can make a stop in Fes and stay at Riad Le Calife again. This is a 10 star accommodation.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2019,5,Our favorite riad throughout all of Morocco!,"Alex and Yasmine are one-of-a-kind owner/operators. I was initially a bit intimidated by Fes before we arrived, but once we arrived and started talking to Alex, that intimidation turned into excitement about the city. Their riad was the nicest we stayed at throughout Morocco and has fantastic staff. The dinner was great, breakfast was great, and the location was great! We had two nights in Fes and really wish we had 3. The Medina is MASSIVE and there is so much to explore. Thank you for the amazing stay! — Kyle & Laura",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2019,5,Outstanding value,This riad is beautiful and has a lovely ground floor with the garden and a very nice room where the staff is located. The people are wonderful and very helpful. The food is outstanding and the views from the terrace are terrific. This is a first-class establishment and offers great value.,Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2019,5,My Visit,I visited Fes Morocco for the second time this year and this visit I stayed at the Riad Le Calife early October. It was the most wonderful place. First class service a beautiful view from the top terrace and the most wonderful food and staff. the owners Alex and Jasmine were the most gracious hosts. I would strongly recommend this riad for your next visits. I had the best experience !!!!,Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2019,5,"If you're lucky enough to have found Riad El Calife, book it now!","This Riad is a gem and the highlight of our stay in Fes. Not only is the place incredibly beautiful and uniquely decorated, the hospitality of the owners and staff is unparalleled and unlike anything I've ever experienced Thank you Yasmine, Alex, Miriam and the rest of the amazing staff! The location is perfect - very close to many sights and right in the old medina. My partner and I stayed in the Ambre room - it's on the ground floor next to the peaceful courtyard. We had many delicious dinners in the upstairs dining room (with incredible views) and sipped on mint tea in the terrace overlooking the medina. This was our favorite place to relax after a long day out in the souks or right after breakfast, enjoying the breeze and the sounds of the city. Breakfast was delicious and…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
