 November 2022,5,Awesome experience!,"We loved our stay at Sofitel Rabat Jardin des Roses. The hotel is absolutely beautiful, the service was awesome, the food at all restaurants was delicious. Everything went flawless and we felt pampered our entire stay. We had our first experience with Moroccan food at Al Warda restaurant, and it was excellent. Fatima Zohra and Oumaima Sanae did a great job helping us to select dishes and serve dinner and vine. The overall experience was outstanding!",hotelName,city
 July 2022,5,.compliment housekeeping,House Keeping Staff Rabat Sofitel Especially Najat and Habiba And Room Service Khadija have done excellent job and very helpful great employees did great job cleaning room and being sure everything just right …………………………………………………………😀😀,sofitel _rabat,rabat
 July 2022,5,Transportation consultant,My housekeeper Najat was excellent she kept my room 405 spotless clean and always asked if I needed anything thing during my stay Thanks Najat. Sofiane and his staff at the Golden Fish restaurant are incredible They are very caring to all your needs and make sure your meal comes out perfect.,sofitel _rabat,rabat
 July 2022,4,Nice hotel with super staff,"We loved our stay at this hotel. It is one of the best in Rabat, just a short drive from the airport. Very friendly staff. Sometimes service can be a bit slow at the pool and bars. A special thanks to the housekeeping staff Supervisor Zineb, Zahira and Ihssane! Also a special mention of the club millesine on the 8th floor. Nice views of the city and a lovely and caring manager Nadija.",sofitel _rabat,rabat
 July 2022,5,The service,Good service especially in golden fish the meals were good and we got served with 2 excellent people Amal and Salif and the ambiance was really good Bon service - communication fluide - les plats étaient très bien servis - une dégustation a été offerte à la fin,sofitel _rabat,rabat
 July 2022,4,Instructor,"Very much enjoyed my stay there. The staff was always smiling and welcoming. From the front desk to housekeeping, they were very personable and helpful. The food was delicious. The hotel location was ideal for anything like markets, pharmacies or taxis.",sofitel _rabat,rabat
 July 2022,5,exceptional experience,"i highly recommend this hotel, excellent service and friendly staff especially Aziza, she didn't hesitate to offer help and answer all my questions she went beyond herself to make sure that my stay was perfect, i will be staying here next time :)",sofitel _rabat,rabat
 July 2022,5,I highly recommend this hotel amazing,I love the hotel the rooms are excellent thanks to the housekeeping specially Nezha and the best service of the guest relation zineb I highly recommend this hotel amazing with a good restaurant and view,sofitel _rabat,rabat
 July 2022,5,I recommend the hotel,Amazing stay I would like to thank nezha and nadia for her perfect service the rooms are very clean thank you so much for your kindness I would like to thank zines the guest relation too for her help .,sofitel _rabat,rabat
 July 2022,5,Unbelievable Service !,"I was battling connecting to the internet with my MacBook Pro as in Morocco Apple is not really widely used. The IT guys could not sort it out, however the Director for Restaurants, Youssuf) came up to my room, it was late at night, and he tried without success too. That was not acceptable to him, so he got from his office his personal wifi router and put it into my room for the rest of my stay and the internet connected. This was way beyond his call of duty. Unbelievable! My heartfelt thanks to you Sir.",sofitel _rabat,rabat
 July 2022,5,Amazing team,"I would like to thank all the team for their best quality services specially Habiba, Toghane and Halima for their kindness and a huge thanks to the guest relation Zineb for always been helpful with everything i need she is the best",sofitel _rabat,rabat
 June 2022,2,"Strong hotel, poor client relationships (even for Diamond members)","Beautiful hotel, well located, cleaning service is perfect and good service at the club millésime. Disappointed by the baby pool which is not cleaned and not heated. I have not been treated as a valued member (diamond member) and really poor service at the reception (especially the responsible of the reception) which double charged us in room breakfast while it was included in my package.",sofitel _rabat,rabat
 July 2022,4,Great hotel in Rabat!,"Great reasonable hotel in beautiful Rabat. King size bed and down pillows were very comfortable. Shower had a lot of pressure. View of the gardens was pretty. Shops in the lobby are fun and unusual. I especially loved the perfume shop and the tea shop. The food at the hotel was consistently delicious. We ate snacks and had drinks outside at the Amber bar, had an unbelievably wonderful dinner at Al Warda, and enjoyed the plentiful and fresh free breakfast buffet. (Don’t miss dinner at Al Warda. Foodies will be impressed!) Service was great at the restaurants. Pools were immaculate and the service was great by the pool. It was strange that there was no food delivery option by the pool. There seems to be a communication issue with the front desk. We checked in online but then had…",sofitel _rabat,rabat
 June 2022,5,Great staff,"Great hotel. Nice and clean with great gardens. Ate at the fish restaurant with a great view of the pool. Also ate at the Alwada. Served by two very attentive staff at the fish restaurant, very professional and friendly, big thanks to Imad and Amal.",sofitel _rabat,rabat
 June 2022,5,Amazing experience,My wife and I had the most amazing experience here. Sama and Farima at the Al Wardan Moroccan restaurant were amazing! The food was delicious. The service was amazing. And the hospitality was unbelievable! Try the lamb shoulder…you won’t regret it!!!,sofitel _rabat,rabat
 June 2022,5,Unbelievable experience!!!,Amal and Salah were our hostess and waitresses and their service was absolutely amazing! We were traveling to Moracco on business and we had the most unbelievable meal and service! We highly recommend this hotel and e Golden Fish restaurant! Ask for Amal and Salah and you will receive the best service!,sofitel _rabat,rabat
 June 2022,5,Amazing Stay at a Beautiful Hotel,"This was my first trip to Morocco and Rabat and the hotel was amazing. I have absolutely nothing but great things to stay about the hotel, the services and the staff. I communicated with Ahmed from the Concierge before my arrival and he was so attentive and made tour and restaurant arrangements for us. He met us on arrival which was so nice. We had rooms with access to the Millesime lounge on the 8th floor and the manger Nadia was there to meet us everyday after our meetings with a cold drink and some wonderful snacks. She was amazing and made us feel so welcome in Rabat. It was like having our own living room to visit every evening. I would definitely recommend the rooms with lounge access. All 3 restaurants on the property are fabulous. We had breakfast everyday in El Patio,…",sofitel _rabat,rabat
 June 2022,5,Business trip,"We had a wonderful time in Sofitel rabat. The ballroom was really a great venue. I attended a NOKIA conference over there. It is big and can easily accommodate more than 100 people. The service provided by the hotel was really good.The staff are very friendly and nice Especially Miss Nawal,she accommodated all requests . Overall its a good place for conducting function,annual festivals and program.",sofitel _rabat,rabat
