rating,new_reviews
0.0,best hotel for short trip
-1.0,exp rience cevante
1.0,je recommande vivement
-1.0,exp rience gative
0.0,prestation tr moyenne
-1.0,du grand importe quoi
0.0,tr bon emplacement
1.0,sejour agr able
1.0,jour tel ibis city center
1.0,exellent rapport qualit prix
1.0,voyage affaire de luxe
1.0,salle de formation
1.0,ibis tanger city center
1.0,excellent rapport qualit prix
1.0,tr bon tel et excellente
1.0,une maison te on voit la vie en rose
1.0,tr bon accueil
1.0,une bonne adresse
1.0,tr bel endroit au ur de la kasbah
1.0,tr bon emplacement et tr bon service
1.0,aux portes de la kasbah
1.0,parfaite maison tes au ur de la dina
1.0,un bon point de chute pour visiter tanger
1.0,personnel incroyablement serviable
1.0,personnel le plus hospitalier
1.0,belle maison tes
1.0,magnifique riad situ au coeur de la kasbah
1.0,merveilleux endroit intime
1.0,petit coin confortable que vous ne voulez pas quitter
1.0,joe et dawn
1.0,un super jour dans la chambre
1.0,ai ador la coration de cet endroit sp cial
1.0,merveilleux petit tel sympa avec les propri taires
1.0,logement parfait tanger
1.0,le plus charmant de la ville
1.0,un jour inoubliable dans une superbe maison tes
1.0,parfait jour tanger
1.0,agr able et chaleureuse maison
1.0,court mais tr agr able jour
1.0,charmant pr de la dina
-1.0,lire avant de faire votre choix
-1.0,tres de ue je ne recommande pas
-1.0,fuire cet tel solazur tanger
-1.0,tr mauvaise exp rience solazur tanger
-1.0,tres mauvaise experience
-1.0,bout de souffle
-1.0,avis hotel kenzi solazur
-1.0,que pour la vue
-1.0,mauvaise exp rience
-1.0,faittes attention vos affaires
-1.0,cauchemar en chambre
-1.0,tr mauvaise exp rience
-1.0,flop sagr able toile
0.0,en front de mer
-1.0,worst hotel in tangier
-1.0,les cafards partout
-1.0,pas de repos
1.0,confortable mais bruyant
1.0,tr bon rapport qualit prix
0.0,hotel face la plage
-1.0,ne rite en aucun cas un toiles
1.0,tel nov et panoramique
1.0,tr bon tel
1.0,un des meilleurs tels tanger
0.0,manque de propret
-1.0,acceuil ex crable
-1.0,le paquebot prend eau de toutes parts
1.0,piscine la journee
1.0,restaurant le palme
-1.0,tais voler au sol azur steal me in swiming pool
-1.0,choisissez un autre tel
-1.0,tr mauvaise exp rienc
0.0,bien situ mais pour le reste tr moyen
1.0,hotel bien situ sur la corniche de tanger
-1.0,viter tout prix
1.0,un we detente
0.0,emplacement id al mais besoin de rafraichissement
-1.0,tr mauvaise exp rience
-1.0,escroquerie la carte de cr dit
-1.0,de pire en pire
1.0,tres beau hotel
1.0,la vue et emplacement
1.0,jour agr able
1.0,une tr belle couverte
-1.0,on pas trouv tablissement la hauteur de sa notation
1.0,tr bonne exp rience
1.0,marina bay tanger
-1.0,mauvais rapport qualit prix
1.0,amazing marian bay
1.0,tr agr ablement surpris
1.0,vaut le tour
0.0,difficile de dormir
1.0,le joyau de la te tangerois
1.0,best hotel in town
1.0,on tr bien
1.0,je recommande et retournerais
1.0,hotel art deco tr confortable
1.0,agr able jour
1.0,chambres confortables mais ambiance triste et gros inconv nient pas de parking
1.0,un des meilleurs tels du maroc
1.0,super tel personnel extr mement propre et sympathique
1.0,extr mement heureux
1.0,excellent emplacement pour des promenades importe
1.0,merveilleux jour au marina bay hotel
1.0,le meilleur tel dans lequel ai journ tanger jamais
1.0,bel emplacement et commodit
1.0,merveilleuse exp rience de vacances
1.0,tawfik est le vrai patron et deal
1.0,tanger ville natal
-1.0,tel bruyant inadmissible
-1.0,cet hotel est situ au dessus une boite de nuit non insonoris
1.0,week end sur tanger
1.0,super accueil de toute equipe de hotel rembrandt
1.0,chronique du rembrandt lange subtil de tradition et de modernit
1.0,je recommande cet tel
1.0,sejour de jr
1.0,simple et sympa
1.0,tr bon tel avec excellentes prestations
1.0,hotel tr bien situ entre la ville nouvelle et la dina
1.0,central agr able
1.0,tr bon tel
1.0,hotel rembrandt le charme si particulier de tanger
1.0,une nuit paisible
1.0,tel au top
0.0,hotel aujourd hui un peu pass qui peut plaire pour ambiance mais ils vont tre de moins en moins nombreux
0.0,un tel la agatha christie
-1.0,personnel pas du tout professionel
0.0,quand me tr dat
0.0,tanger la ville aux deux mers
1.0,permanences et renouveau
0.0,vacarme et bruit infernal le soir
1.0,rapport qualit prix excellent
1.0,vivez les ann es
0.0,excellente literie et tr bon accueil mais
-1.0,est du importe quoi
1.0,comme il faut il faut
1.0,excellent rapport qualit prix
0.0,exp rience mitig
1.0,the best value for money in tangier
1.0,reveillon au rembrandt
1.0,personnel au top
-1.0,eviter tout prix une horreur
1.0,jour id al
1.0,tel avec une situation exceptionnel
1.0,super petit jour
0.0,la nostalgie est plus ce qu elle tait
1.0,jour tanger tel rembrandt
-1.0,bon rapport qualit prix
0.0,sans pr tention
1.0,toujours au rembrandt
1.0,personnel accueillant et souriant
1.0,equivalent au hilton juste cote de la gare aussi
1.0,tr bel tel service parfait
0.0,cet tel quelques axe am lioration me il est pas mal
1.0,tr bon emplacement
1.0,tr bon tel
0.0,tel royal tulip tanger
1.0,une belle exp rience au spa
1.0,spa service personnel
1.0,un jour affaire tr ussi
1.0,un jour inoubliable
1.0,un tel magnifique visiter
0.0,hotel de passage
1.0,hotel avec un excellent emplacement
1.0,bon rapport qualit prix et bonne localisation
1.0,tr bon rapport qualit prix essayer si vous venez tanger
1.0,la meilleure option sur tanger
1.0,tr belle couverte
1.0,best hotel in town
1.0,mon adresse tanger
1.0,tr bel tel recommander
1.0,mon avis porte sur accueil avec un grand car je ai pas journ dans cet tel
1.0,tel royal tulip tanger
1.0,ception occasion de la te du roi belge
1.0,mon jour que parfait
1.0,pied terre pour un raid en quad
1.0,toujours au top
1.0,un bon choix pour tanger
1.0,royal tulip tanger
1.0,une adresse de haut calibre tanger
-1.0,pas de chambre server le er jour de notre arriv
1.0,une tulipe au ur de tanger
0.0,incomp tence du personnel accueil
-1.0,service de ception de tr
1.0,bravo quipe du restaurant de cet tel
1.0,hotel tr agr able
1.0,extra bar xo
-1.0,fuir rapport qualit prix sastreux
1.0,tres bien plac et super confort
1.0,je conseille fortement
1.0,tres beau timent superbe piscine en plein coeur du tanger historique
1.0,jour villa de france
1.0,un tr grand tel
1.0,avec du charme
1.0,tel historique avec beaucoup de charmes
1.0,excellente table cadre magique
1.0,personnel au top
1.0,tr bien situ
1.0,excellente table cadre magique
1.0,personnel au top
1.0,tr bien situ
1.0,tr bon restaurant imim
1.0,cadre magnifique pour recharger ses batteries
1.0,meilleur tel de la gion
1.0,recommandation hyatt place taghazout bay
0.0,peut mieux faire
1.0,super jour refaire
1.0,tr belle exp rience
1.0,jour au top
1.0,week end taghazout
0.0,pas au niveau attendu pour un tablissement de ce type
1.0,excellente exp rience
1.0,meilleure moment de ma vie
1.0,service irr prochable
1.0,comme la maison
-1.0,pratiquent le surbooking
1.0,propre et agreable
1.0,comme la maison
-1.0,pratiquent le surbooking
1.0,propre et agreable
1.0,incroyable auberge si paisible et sociable
1.0,belle auberge taghazout
1.0,super endroit pour rester et surfer
1.0,tr belles vacances
1.0,dar surf est le bon endroit pour journer taghazout
1.0,super vacances de surf avec dar surf
1.0,tr belles vacances de surf
1.0,meilleur endroit pour se rafra chir
1.0,le meilleur choix que nous ayons fait
1.0,le meilleur endroit tre taghazout
1.0,juste une chose dire magique
1.0,quelle heure niale
1.0,super endroit pour rester
1.0,grand panorama pour la session de yoga
1.0,un endroit charmant
1.0,un lieu exception
1.0,le spot de taghazout
1.0,jour des plus agr ables au fairmont un personnel soucieux de satisfaire au mieux le client le cadre est exceptionnel
1.0,jours en famille au top
1.0,magnifique jour au maroc
1.0,fairmont taghazout bay
1.0,partir pour connecter de la alit
1.0,merveilleux jour en famille
-1.0,service revoir vraiment les chambre tais pas fait serveur pour tout la piscine pour un coca une catastrophe
1.0,magnifique jour gr ce mouhcine
1.0,merciii pour le tt
1.0,le fairmont adresse incontournable de taghazout
1.0,agr able jour
1.0,jour tes juives
1.0,des jours toujours agr ables et un personnel aux petits soins
1.0,un endroit fabuleux et une exp rience exceptionnelle
1.0,vivre au moins une fois dans une vie
1.0,ai pass un excellent jour au fairmount
1.0,tel fairmont taghazout
-1.0,qualit la baisse
1.0,groupe virtuose jour exception
1.0,groupe virtuose by fairmont
1.0,personnel en or
1.0,ap ro cocktail top au fairmont taghazout
1.0,jour taghazot agadir
1.0,jour fairmont taghazout bay
1.0,un joyau refl tant la beaut de taghazout
1.0,parmi un des joyaux marocains un des plus spot
1.0,un tel magnifique et un majordome hors pair
1.0,meilleur tel taghazout et dans la gion
1.0,super jour et coaching sportif
1.0,un sejour de grande qualit
1.0,personnel aux petits soins
1.0,tel et site paradisiaque service de premier ordre une salle de gym au top et son coach houssine de tr haut niveau
1.0,service et prestations haut de gamme
1.0,jour au fairmont taghazout
1.0,merci mon ami mohsin
1.0,jour de ve
1.0,vacances et service de ve
1.0,vacance de ve
1.0,repos luxueux heures de paris
1.0,anniversaire au fairmount
1.0,poustouflant mais attention accessibilit
1.0,exceptionnel vue sur ocean et la plage
1.0,jour surf entre amis
-1.0,horrible juste horrible
1.0,un vue splendide
1.0,des gens biens
1.0,ne manquez pas cet endroit
1.0,magnifique vue depuis la terrasse service tr sympathique petit jeuner sur la promenade confortable international
-1.0,moins bien de votre lieu bergement votre arriv
0.0,vue incroyable wifi ne fonctionnait pas
1.0,un super tel
1.0,super bien situ
1.0,tr agr able nous installer sur la plage
1.0,le meilleur jour airbnb jusqu pr sent
1.0,tout simplement parfait
1.0,petit coin de paradis
1.0,must visit in
1.0,tr bel tel fes
1.0,jour de ve
1.0,tel sahrai brunch
1.0,tr bon jour tel sahrai
1.0,tout simplement magnifique
1.0,un tel exception traditionnel et moderne
1.0,tr bon jour tel sahrai
1.0,un bon massage de tente au spa
1.0,un cadre luxieux et un staff formidable
1.0,magnifique tel fez
1.0,belle exp rience
1.0,super exp rience
1.0,tres bonnes tes de fin ann au sahrai
1.0,superbe exp rience
1.0,tr belle escapade avec visite et repos nergie remarquable
1.0,somptueux tel de
1.0,un jour inoubliable
1.0,tr agr able jour
1.0,agr ables jours
1.0,voyage en famille
1.0,excellente responsable commercial mme doha qui pris ma servation pour mon premier jour une dame proactive bravo
1.0,ner en amoureux
1.0,meilleure service dans la gion mekn
1.0,magnifique adresse super management
1.0,je attendais mieux
1.0,anniversaire de ma petite ur
1.0,jour fes hotel sahari tr tr bel hotel
1.0,une vraie petite merveille
1.0,hotel sahrai fes
1.0,excellent et paisible jour
1.0,le meilleur sur
1.0,week end parfait
1.0,tel taille humaine bien situ
1.0,superbe escapade en amoureux
1.0,institut de massage
1.0,jour dans un palace ou excellence est maitre mot
1.0,jour agr able et ludique
1.0,excellent jour au riad el yacout
1.0,le parfait du parfait
1.0,jour agr able et ludique
1.0,excellent jour au riad el yacout
1.0,le parfait du parfait
1.0,jour du au vrier
1.0,el yacout fez
1.0,superbe riad tr bien plac et personnel aux petits soins
1.0,jour tr agr able
1.0,tres bon jour au riad el yacout
1.0,accueil en or
1.0,jour tr agr able
1.0,tres bon jour au riad el yacout
1.0,accueil en or
1.0,jour tr agr able
1.0,tres bon jour au riad el yacout
1.0,super exp rience
1.0,belle exp rience
1.0,jours au riad verus
1.0,super exp rience
1.0,belle exp rience
1.0,jours au riad verus
1.0,agr able jour
1.0,days in fes
1.0,riad verus ou comme la maison
1.0,jour agr able
1.0,une visite sp ciale riad verus
-1.0,null xperience avec ce mauvais riad
1.0,la plus belle auberge que vous verrez jamais
1.0,la meilleure auberge de jeunesse de
1.0,jour tr nissant
1.0,tr bon logement
1.0,incroyable le jour dans la meilleure auberge du maroc
1.0,incroyable rihad en plein coeur de la dina de fes
1.0,un havre de paix
1.0,cours de cuisine marocaine et gustation
1.0,tr bon endroit
1.0,tr bon accueil
0.0,tr bien situ
1.0,vous ne serez pas us
1.0,excellent riad tr bien situ
1.0,accueil sagr able
1.0,un sejour plaisant
1.0,un parenth se insolite
1.0,le hasard fait parfois les bonnes choses
1.0,riad tr bien
1.0,tr bon jour au riad taha
1.0,le meilleur accueil
1.0,tr bons repas
1.0,beau petit riad
1.0,me en cas de rat
1.0,beau petit riad pour semaine
1.0,tr bon jour au riad
1.0,id al pour couvrir la dina de fez
1.0,une belle couverte au coeur de la medina
1.0,excellent rapport qualit prix
1.0,une adresse retenir et recommander sans siter
1.0,sejour au riad taha
1.0,recommander sans sitation un havre de paix et tranquillit
1.0,couverte de fes et environs
1.0,un havre de paix au coeur de la dina
1.0,voyage au ur du maroc
1.0,vacances de jours
1.0,riad confortable avec des tes arrangeants
1.0,merveilleuse exp rience dans la dina au riad taha
1.0,et puis nous allons fez
1.0,premi re fois au maroc
1.0,riad fes magnifique
1.0,beau et sympa le riad au ur de fez
1.0,un excellent jour
1.0,compl tement pourvu de hospitalit
1.0,une lune de miel au maroc
1.0,excellent jour au medina
1.0,tr agr able jour au riad
1.0,chez soi loin de chez soi
1.0,un endroit magique
1.0,superbe riad de charme avec service tr attentionn
1.0,weekend au riad maya
1.0,lieu magique et magnifique
1.0,tr joli riad avec une terrasse sur les toits il fait bon vivre accueil est tr chaleureux vous pouvez aller les yeux
0.0,magnifique mais accueil et service mal et sur vente oppressante
1.0,exp rience incroyable
1.0,super exp rience
1.0,incroyable spot pas rater
1.0,rtisanat marocain dans toute sa splendeur
1.0,super exp rience hammam
1.0,superbe endroit et excellent restaurant
1.0,ner en famille
1.0,riad maya fes
1.0,jour de ve au riad maya
1.0,un jour inoubliable
1.0,beaut du lieu et tes adorables
1.0,magnifique jour dans la suite pr sidentielle
1.0,un jour au paradis
1.0,festival de art et de artisanat marocain
1.0,un super riad historique datant du eme siecle
1.0,je vous recommande viiiiiivement
1.0,ner en amoureux surplombant la medina
1.0,un jour exceptionnel
1.0,the best vacation
1.0,medina best view
1.0,riche et parfaite
1.0,tel familial de haute qualit
1.0,originalit et contemporain
1.0,un jour de ve
1.0,tr bon jour
1.0,ne pas manquer
1.0,superbe exp rience
1.0,un palais digne de ce nom
1.0,une parenth se erique
1.0,nit et volupt
1.0,palais des et nuits
1.0,hospitalit et lice
1.0,magnifique exp rience
1.0,palais des et nuits
1.0,hospitalit et lice
1.0,magnifique exp rience
1.0,palais des et nuits
1.0,hospitalit et lice
1.0,magnifique exp rience
1.0,palais des et nuits
1.0,hospitalit et lice
1.0,magnifique exp rience
1.0,un palais tout confort surplombant la dina
1.0,tr bon jour
1.0,pendant la periode de la musique sacr de
1.0,vivre pour nuits et plus
1.0,duit par le charme de cet tel
1.0,tr agr able et tr bien situ
0.0,pour le cadre et la vue
1.0,un jour inoubliable
1.0,la piscine du palais faraj fez
1.0,excellent excellent sur tous les points
1.0,jour en mars
1.0,tr beau jour
0.0,pas au niveau des ses toiles
0.0,pourrait beaucoup mieux faire
1.0,restauration et tellerie excellente
1.0,jour agr able
-1.0,je suis en col re
1.0,situation et confort
0.0,je retournerai pas
1.0,magique et marocain parfait
1.0,je recommande pour une vir en amoureux
1.0,tres bel hotel
1.0,excellent ner me anniversaire decopa
1.0,mon jour marriott jnan palace
1.0,apr midi la piscine
1.0,jour marriott fes
1.0,remerciement super moment
1.0,diner en famille couple
0.0,spa au point
1.0,un cadre authentique
1.0,anniversaire une amie coll gue
1.0,une inoubliable soir au jnan el fassi
1.0,dinner au jnan fassi
1.0,mont liban marriott jnan palace incontournable
1.0,cuisine jnane fassi exceptionnelle
1.0,restaurant jnan el fassi
1.0,avis sinc re
1.0,anniversaire entre amis
1.0,on ador le restaurant marocain
1.0,ner en couple agr able
1.0,restaurant recommand sans mod ration
1.0,tellement agr able
1.0,jour au marriott de fez
1.0,jour agr able
1.0,experience bar resto mariott fes
1.0,exp rience inoubliable
1.0,un apr midi presque parfait au pool bar
1.0,sejour formidable au marriot fes
1.0,excellent jour et minaire ussi
1.0,jour sympathique et accueil chaleureux
1.0,week end tente
1.0,meilleur jour familial
1.0,bravo aux personnels
1.0,tr bon soin par manal
1.0,jour agr able
1.0,la qualit toujours au rendez vous
1.0,excellent jour et accueil
1.0,service de qualit
1.0,service de qualit
1.0,jour tres agr able comme toujours
1.0,le marriott jnane palace fes
1.0,excellent service hotel marriott fes jnan palace
