 January 2023,5,Lovely winter sun holiday at a great hotel,"We have just returned from Founty beach. We had a lovely 9 days. The hotel is by an amazing beach. The food was great. There is plenty of choice. When reviews have talked about repetition I would say there is so much choice repetition doesn't matter. Soups, meat, salads, fish, cheese, pasta, fresh vegetables and lots of fruit and desserts. Kids get their own food station. Room was large. Rooms face north and south so request a south facing sunny room. We had a basic room which was on the sunny side and had a side seaview but did overlook a derelict hotel. But we had a sunset every evening. The best rooms are pool / garden/ sea view with sun. The pool area and pool bar is lovely. Late breakfast and lunch at the pool bar is a nice touch. The entertainment team work hard. We…",hotelName,city,Unnamed: 6
 November 2022,5,"Excellent, great holiday","Having previously stayed at the Iberostar in Marrakech, I was hoping that this hotel would live up to expectations and it certainly did! We have recently returned from a great weeks holiday and wouldn’t hesitate to recommend this hotel. Rooms were comfortable and spotlessly clean. We had a balcony overlooking the street to the side and a view towards the sea front, just! To be fair we didn’t spend much time in the room or on the balcony as we spent the days lazing around the 3 pools and extensive gardens within the hotel complex. Sunbeds are comfortable and there's loads of them so no need for the 6am towel sketch. The food was excellent and their was masses of choice. It isn’t fine dining, just excellent catering on a large scale with something to please everyone. How anyone…",Iberostar_Founty_Beach,Agadir,
 November 2022,4,Very nice,"We stayed at the Iberostar Founty beach Agadir at the end of November. The hotel is of a very good standard. Rooms are clean, tidy and spacious, with a large bathroom and balcony. The pools are again of good standard one heated and one not. The not heated pool is freezing so be aware. The restaurants serve an excellent variety of food, well prepared and very palatable however they are not always clearly marked as to what they are. The bars are probably the weakest part of the hotel, the staff are incredibly helpful and pleasant but the drinks they supply are hit and miss. The staff around the hotel are excellent. Outside the hotel, the promenade leading to the marina is a hive of activity and quite open and safe. All in all I liked this hotel and would consider a return…",Iberostar_Founty_Beach,Agadir,
 November 2022,5,Perfect Stay.,"I work for one of the top Hotel chain company in the world. We stayed for 7 nights at iberostar founty Agadir , A family of 3 . Upon arrival security Man escorted us to the reception and helped us with our bags. It was not busy reception asked to fill Registration card to move to a different small area section separately that felt not welcome 😔 that cause distance to us, i will understand if it was busy but ut was not. it was my daughter 3rd birthday so they did not get opportunity to interact with us. We felt it was wrong choice of hotel . But when we went for dinner we were welcomed by Mouhsine the buffet restaurant he was absolutely a star kept entertaining my daughter and calling her by name till they became friends 😊. He changed our thinking about the hotel . All…",Iberostar_Founty_Beach,Agadir,
 November 2022,5,Wonderful,"Travelled with my 22 year old daughter. Had a brilliant time for what we wanted-pool/beach chill and peace. Entertainment team were great, but also left you alone if you did not want to join in. Different food menu to suit everyone. Best to go full board as restaurants are not nearby.",Iberostar_Founty_Beach,Agadir,
 November 2022,5,Perfect for what we wanted,"We both have busy schedules in December so wanted a week away with no expectation to do absolutely anything at all, and we did exactly that. The sun is warm enough to sunbathe from about 11am, a large pool area so plenty of space. The heated pool is a bonus this time of year. The beach is a nice walk of a morning Food is good, the donut bread is wonderful. The snack bar is open most of the day for refreshments. Daily activities around the pool - the ibrerostar song & dance, 3pm daily! Jo tried his best to get us involved, fun and not too pushy! He’s an asset to this hotel. Tips: bring a bit of cash, not everywhere accepts card and cash deposits needed for towels and iron etc at the hotel. The TVs have Netflix. Wifi is strong and throughout the hotel. Service is also…",Iberostar_Founty_Beach,Agadir,
 November 2022,5,Comfortable and relaxing,"From the moment we stepped into the hotel, the staff could not do enough for you. Always attentive and always polite, they really do make you welcome. The room was comfortable with two large single beds pushed together. There was a balcony with chairs and a table overlooking the pool. There was a fridge and TV but don't expect to watch too much tv unless you are multi-lingual. The bathroom was spacious with a great shower (no bath which was fine by me) and a hair dryer supplied (unneeded by me!). There was also two chairs and a table and a large sofa to lounge around on. To be fair, the room was great but we only spent time there either changing clothes or sleeping. The poolside was great. A heated pool, a 'natural' temp pool and a smaller child pool. The heated pool was deep.…",Iberostar_Founty_Beach,Agadir,
 November 2022,5,Lovely place with a good team,We have just visited and we absolutely loved it! The whole team and especially the entertainment team have been amazing and have looked after us so well! Thank you guys for looking after us ❤️ We will be back!,Iberostar_Founty_Beach,Agadir,
 November 2022,5,Great resort,"A really great resort. Went on my own and had a great time. Staff are very friendly, multiple activities to do throughout the day and evening. Food great too, definitely recommend. Would recommend to anyone wanting a stay in Agadir whether it’s quiet and relaxing or more active",Iberostar_Founty_Beach,Agadir,
 November 2022,4,Thank you Iberostar for a fabulous week in the sun ☀️,"We have had a great week in Agadir, first time and would definitely come back for winter sun. Late November stay and the weather has been stunning. A cardigan is needed in the evening but full on beach/pool daytime weather without it being stifling hot. Perfect! The hotel is immaculately clean in all areas and house keeping is excellent. All staff friendly and polite. We were given a room with no balcony but they quickly changed it with no problem when we said we really would prefer a balcony. The pool area is fab and so is the private beach just outside the gate. One of the pools is heated. Wi-Fi good, dropped out from time to time but wasn’t a problem. Food was good - always something to eat as the choice is vast… a bit same same after a week but that’s generally…",Iberostar_Founty_Beach,Agadir,
 November 2022,3,A good hotel for the price. Staff are great!!,"Just had a week in the hotel, All Inc and was pleased with what we got for the price. All of the staff right through the hotel are very polite, friendly and helpful. The facilities are good and the pools are pleasant, one warm and one cooler. Food is always available and on the whole decent. I would add that some of the food does go cold when it's left standing in the service areas. A few downsides to the stay were the rooms are rather noisy and you can hear all sorts of goings on in the mornings. People walking and talking, cleaners and maintenance, neighbours above and to the sides. We also had no safe in the room. I did ask at reception and was told it was taken out for maintenance and would be replaced the following day, this didn't occur. The entertainment is very…",Iberostar_Founty_Beach,Agadir,
