 January 2023,5,Home away from home !,We had the most wonderful stay. Everything was perfect. Everyone was so kind and so accommodating. We booked the room on the top (suite with a balcony) and would absolutely recommend it to anyone looking to stay there. The views are amazing at sunset.,hotelName,city
 January 2019,5,Lovely stay with Girlfriend,"Lovely Riad. Well situated. Friendly staff. Nice breakfasts. Good sun terrace. Bedroom great with huge bathroom and an equally huge bath!!! Essaouira is worth a visit and a good option in addition to Marrakech. Smaller, friendlier, great port and fish market. Fab",Riad_Chbanate,Essaouira
 January 2019,5,Nice Riad,Good service. Nice fireplace. Liked the big baths and good water pressure. WIFI worked well. Very attentive and warm service. To be recommended as a place to stay in Essaouira. The only small request would be to have breakfast on the terrace at the top.,Riad_Chbanate,Essaouira
 December 2018,5,nice place,"very quiet place in the midle of the medina.nice people and very good food.the central courtyard is an oasis of tranquility.and the terrace, above all, offers good views of the houses of its people.tryit!",Riad_Chbanate,Essaouira
 December 2018,5,A palace away from home,Stayed here on my second trip to Essauira and was left awed. The outside of the building conceals what can only be described as an Arabian palace with the most kindest of staff. They practically pamper you here and the rooms are spacious and well furnished. Breakfast is served in front of a log fire for those December esauira mornings when it can get a bit cold.,Riad_Chbanate,Essaouira
 December 2018,5,Hospitality like no other.,"It was our first time in morocco, and our very first stop was Essaouira, specifically in Riad Chbanate. Riad Chbanate cared greatly for their guests, from the moment even before we arrived. They emailed me a couple of times ensuring that we had transport from the Marrakesh Menara Airport. When i told them i would be driving, they were so thoughtful and worried that we would not be able to find parking. Emailed me the exact GPS points, and even mentioned that there wil be a porter waiting for us to help us with the luggages. When we arrived, we were in awe of the beautiful courtyard - as in thier pics! More importantly we were greeted with smiles and such hospitality, that made us so comfortable the minute we reached. We were given our choice of drink (i had the moroccan mint…",Riad_Chbanate,Essaouira
 December 2018,5,"""Last but not least""","A great place at the end of our Morocco tour. Friendly welcome in the courtyard with mint tea and home-made cake. A tour of the facilities, all the way to the rooftop deck. A great room with an almost Alpine touch because of all the wood. Assistance with our dinner reservations. Nice breakfast on main floor, with fireplace lit. A truly relaxing atmosphere without anything negative.",Riad_Chbanate,Essaouira
 November 2018,5,Excellent!,The facilities and the staff were absolutely perfect! Everyone was very friendly and welcoming. We had an amazing and relaxing two days experience in this riad. The room was very clean and it had a nice smell coming from the fireplace. The location is also very close to the center and everything was easily approachable.,Riad_Chbanate,Essaouira
 November 2018,5,"Great Service, Great Riad","Friendly staff on arrival, lovely fire to have a drink next to while checking in and well furnished clean bedroom. Excellent location just inside the medina but wirh easy walking distance to beach. Excellent service . Definitely will be back",Riad_Chbanate,Essaouira
 October 2018,5,A Riad with a charming soul,"I've been traveling around Morocco for a while, crosing all the country in a road trip with two friends from the north to the south,of all the riads where we stayed I can say that it's the best by far. The Riad is in a quite street in one of the sides of the Medina next to the main street and 5 minutes of the beach. The staff is absouluty wonderful,thanks to everyone, it's were some unforgettable days, they helped us in all that we wanted. The room was stunning and comfortable, I still dreaming about that bathtub.",Riad_Chbanate,Essaouira
 October 2018,5,Loved it!,Myself and my partner stayed here having stayed in a couple of different riads in both Essaouira and Marrakech. The decor and furniture in the room itself was stunning and my favourite out of all the riads which are pretty lush in the first instance anyway. The staff were helpful and smiley and helped us out booking our coach tickets- they even went to collect them! We didn’t eat in the Riad other than breakfast (which was lovely) as we had stayed in a few nights at the others but went to the places recommended by the staff and were not disappointed. The restaurant Adwak was the best food we had in the whole 2 weeks and is a must. The place itself is a quaint little port and a very picturesque. It’s great that it has such a lovely beach and is small enough to walk from one…,Riad_Chbanate,Essaouira
 October 2018,5,Great help for a short visit,"The room was great, but it’s the staff that made this visit amazing. Everyone that worked here and their second riad (Riad Chbanate) was quick to help us with anything we asked. We only stayed one night, but, with their direction, we were able to take in this city and not feel rushed about anything. Thanks for the great stay!",Riad_Chbanate,Essaouira
 September 2018,5,Wonderful People and Stay,"Everyone at Riad Chbanate was simply amazing - from the staff, their friendliness to the beautiful rooms. When we arrived I was already sick. They had medication on hand but in the end they organized a doctor to come our room. Once better I could also enjoy their delicious food and daily freshly baked cake for afternoon tea. We will definitely be back.",Riad_Chbanate,Essaouira
 October 2018,5,Great Riad,"This is a great place to stay in Essaouira. We were met by Sammy & Noelle for check-in - very easy with a coffee / tea. Noelle took us through the map of the area (made sure we knew where our Riad was), things to see, good restaurants etc. Nothing is too much for the team at the Riad - so willing to help. The room was great with a bath that is huge (perfect for me as I am 6'5""). The centre courtyard of the riad is open to the sky so there is great light and creates a lovely open feeling away from the hustle & bustle (not that Essaouira has that much!). We had to leave early (7am) on the last day to catch our flight from Marrakech. One of the team was up to collect our bags at 6:40am & made us coffee / tea with some pastries before we left. Highly recommend this Riad for a stay -…",Riad_Chbanate,Essaouira
 September 2018,5,September 2018 2 night stay.,The location was excellent - just inside the Medina. The atmosphere was first class the breakfasts were good and ample. The impromptu cooking class for my daughter was good as the excellent fish tajine result.,Riad_Chbanate,Essaouira
