 January 2023,5,Best decision of 2023,"We went on a chilling holiday trip for 3-night. It is an all-inclusive hotel and is 20 minutes from the city centre which we wanted, the hotel has a shuttle you can book by letting reception know. The hotel is clean, and friendly and has a warm welcoming atmosphere as soon as you enter. The staff is AMAZING and very accommodating, they go out of their way to help. The rooms are clean and roomy clean lines with tiled floors. I had to move as I did want to be near the entertainment which the hotel changed for me, so if want the same do not get rooms in front of the pool area. Every day the food has a theme of Italian, French, Morocco, etc. The only thing is if do not drink dairy then you need to make them aware of this as other types of milk will need to be arranged by them with…",hotelName,city
 November 2022,5,The best holiday ever thanks to Sam,"The BEST holiday ever!!!! Can honestly say we have had the most amazing time , the food was great lots of choice , the hotel is absolutely stunning, the animation team definitely made our holiday they are soooo friendly they treat you like family lots of fun activities throughout the day darts was my favourite, the evening entertainment great too , I love that the team will come and sit with you in the evening chat, play card games they just make you feel very welcome. Sam was amazing he is fantastic with everyone makes you feel welcome he definitely made the holiday extra special. We are planning on coming back next year. Don’t think we will go anywhere else.",Sol_Oasis,Marrakech
 November 2022,5,Absolutely amazing,"To begin, first arrival was impressive. Place is beautiful and the staff are even better (especially Fatima). Activities all day every day from table tennis to archery to water aerobics. Also shows on most nights which are just impressive 👌. We all will be coming back ASAP.",Sol_Oasis,Marrakech
 November 2022,5,Holiday,"Great place to come for a week or 10 days away, loads of activities and stuff todo and would recommend the quad biking! And the Atlas Mountains, the hotel staff were so helpful and got you what ever you needed. The entertainment was great every night and there was always something on durian the day and at night.",Sol_Oasis,Marrakech
 November 2022,5,Amazing holiday in Marrakesh,"I had the most amazing week in this resort, it’s absolutely stunning. The food is amazing and the staff are incredible, they treated us like kings all week. Also had a great time with other guests. I’ll most definitely be back.",Sol_Oasis,Marrakech
 November 2022,5,Fantastic holiday,"Stayed at the sol oasis with 3 friends, friendly staff team our rooms were well serviced. Clean and comfortable couldn't fault it. The entertainment team are next level. Im already planning my return.",Sol_Oasis,Marrakech
 November 2022,5,Best hotel,"Fantastic a lovely place to relax and enjoy. Its a special place to enjoy sun and quality at its best. All the staff are spot on very attentive the food is plentiful, the entertainment especially live music is amazing",Sol_Oasis,Marrakech
 November 2022,5,A wonderful hotel well worth booking,"This is an amazing ‘Oasis’. If you are looking for a relaxing holiday don’t look any further. Only 20 minutes away from the hustle and bustle of the city centre this hotel is a little gem that offers good food, fantastic entertainment, superbly attentive staff and amenities that are worthy of 5 stars. We will definitely return.",Sol_Oasis,Marrakech
 November 2022,5,Fun place to visit,Soo oasis was a very interesting holiday. It was very fun and entertaining. The staff were very friendly and made lots of effort to make sure you were comfortable and that you were having a good experience.,Sol_Oasis,Marrakech
 November 2022,5,Good value and quality,"Uncle and nephew shared a double converted to twin room . Room (2203) clean and well serviced. Food was excellent and staff very responsive and keen. Bar service efficient and other onsite facilities available although health club stood down, I believe. Weather excellent , dry and about 25 degrees. Frequent shuttle into Marrakesh and an on site rep present to arrange tours. Will certainly consider returning",Sol_Oasis,Marrakech
 November 2022,5,Sol melia marrakech,"A very beautiful place to relax or have fun . The food is very good also the entertainment team are doing a very gooodd job without forgetting sousou at the kids club ,she is so lovely as well as the rest of the team ,I recommend it so much",Sol_Oasis,Marrakech
 November 2022,5,Beautiful hotel 5 star in my opinion.,"No high rise buildings here, ground and one floor above. Rooms fine, bedding comfy, bathroom large with good shower power. Food is fabulous, something for everyone and plenty to choose from. Outside area is big, room for plenty of sunbeds round the pool. Lovely gardens, ideal for a cool off in a deck chair amongst the palm trees for shade. So picturesque. Shuttle bus into Marrakesh is provided free, a few times a day, & incls return. This is ideal as there is nowhere to walk to, outside the hotel, as it's in the desert about 5 miles from city centre. But you will find after the hot and hectic city, that it's a godsend to return to the calm of this beautiful hotel. All staff helpful and smiling. So glad we stayed here. Thank you to everyone who works at this hotel for making…",Sol_Oasis,Marrakech
 November 2022,5,Vacances,"I really like this place, very chill and calm. The workers are very nice and welcoming. The animation team is amzing everyone lovely specially Fati ,the room is too clean and cool i will definetly come back",Sol_Oasis,Marrakech
 November 2022,5,Good experience so far,"We spent an excellent weekend. I would like to tanks the entire animation and the entertainment team , they are so friendly, and generous, they devote their time for their guess . Tank you from the bottom of my heart",Sol_Oasis,Marrakech
 November 2022,5,Sol Oasis Review,"After spending four days in Marrakech in a Raid (Nasreen, which was excellent) itself and exeriencing the hustle of bustle of this lively city it was great to carry on the experience at the Sol Oasis. When I first got there I did initially think, what am I going to do for ten days! I was so wrong....it was a great base to do other things..Atlas Mountains and an unforgettable balloon ride as an example. The real key that made it was the absolutely amazing entertainment team...the enthusiasm and energy so real ...led by my new friend Aniko. So hilarious, professional and talented... Yeeess..I would go back.",Sol_Oasis,Marrakech
 November 2022,5,amazing staff,"staff were amazing and welcoming. EVERYONE in the Entertainment team were genuinely nice.. Niako, sousou, Russ, Fathi and wahiba were so down to earth, amazing people made us feel comfortable straight away. I’m glad we met them. The activities throughout the day are fun and they really get everyone involved. the entertainment team made the whole holiday.",Sol_Oasis,Marrakech
 November 2022,5,Absolutely brilliant!,"Amazing hotel, the entertainment team are the friendliest people I've met. We came as two friends and left with lots more new ones. Everyone is so lovely and the food is brilliant we'll definitely be back x",Sol_Oasis,Marrakech
 November 2022,5,First Class Hotel with first class staff,"Loved the Sol Oasis Hotel, the place is spotless, staff amazing and the food delicious. Beds are comfortable & towels changed daily. The staff made the holiday for us from the bar staff to the entertainment crew they all worked so hard to make our experience the best it could be. I’ll certainly be back.",Sol_Oasis,Marrakech
 November 2022,5,Amazing. Just perfect!,Wow! My wife and I have stayed in a few all inclusive hotels but this one is certainly up there as one of the best and certainly the best value for money. I cannot fault anything. The staff were amazing. Sam runs the entertainment team and they were all superb. The food was great. Loads to choose from. The drinks were perfect and the place was spotless. You can relax here or take a free hotel shuttle bus into Marrakesh for a completely different experience. I would definitely rate this as a five star hotel. Thank you to all the management and staff for making this Hotel amazing! Keep up the high standards with tremendous staff! We will be back!,Sol_Oasis,Marrakech
