 January 2023,4,Lovely stay,"We stayed three nights and were impressed by how beautiful this hotel is. Views from the terrace are absolutely beautiful. We liked our rooms very much (stayed two nights in a suite then in a regular one as the suite wasn’t available). Breakfast is buffet and really good. We also had lunch and dinner and were pleased with the quality of the food. Staff was very friendly however service was pretty slow (bars, restaurants, room service and in room requests). We had a few miscommunications as well. Overall we had a lovely stay.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,hotelName,city
 March 2020,5,Royal Palace treatment,"Hotel location, facilities and staff are simply amazing. The hotel itself is so beautiful with numerous gardens and fountains. You feel like you are indeed in a royal palace. The staff is also 5 stars. We ate at L'Amandier restaurant and the food and service was just excellent. My husband had the unfortunate event of getting a kidney stone during out stay. He got terrible pain very late into the night. The staff quickly reached our to their resident doctor who saw my husband in our room within 20 minutes of our call. A staff member extended his shift to help us translate and even arranged with the doctor to have the medicines delivered to the hotel. They even treated us as family by loaning us cash as we didn't have enough Dirhams in hand to make the payments. They really…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2020,5,An enchanting stay,"We found this hotel on recommendation of a friend and once we arrived, we knew this was the right decision. Incredible authentic decor, ambience, the smell of orange blossom through out, set the scene!! The restaurants on the roof overlooking the Médina were done well as well as the food and service. The location of the property in a former palace on hillside overlooking the Médina can’t be beat. But most of all Albrecht JERRENTRUP Directeur Général a friendly hospitable character made our stay feel like home. Looking forward to our next visit.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2020,5,Spend a night in a Palace !,"just outside the city walls, this is a real palace. The rooms are spacious, they welcome you with water, cookies and fruits in the room, There's a Nespresso machine with capsules. The bathroom was a little bit weird, the bathtub was like it was place in a closet. Good restaurant. Great bar with live music. Fantastic breakfast. Big outside pool. Terrible wifi.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 February 2020,5,Superb Hammam,"staff in reception spoke excellent english, friendly and welcoming. i ended up using the hammam facility (hammam then massage). Really solid hammam (hot, pretty, spacious). then a good relaxing massage followed by rest in the chill out room. then upstairs to the roof terrace for fantastic views and nice food",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 January 2020,1,not worth your money,"staying here with 3 rooms with my family for 3 nights. 2 of our rooms were facing a side of the building which had A LOT of noise at 8am. looking almost like a construction site. rolling carts, loud arabic speaking and so on. waking us up every day. also, some of the rooms are EXTREMELY close to the praying calling of muslims. which is turned on everyday around 7:15am and looks like is coming from inside your room. very loud. the shower door is not closing properly, causing many leaks when someone take a shower and making the whole bathroom wet. the breakfast is ok, but for what you expect from the hotel, is too simple. specially compared to other top hotels that we stayed in marrocos. the wifi is TERRIBLE. Cannot do my work because of it. again, this is not what you expect…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2019,5,Beautiful property,"Recently stayed 3 nights in a truly beautiful place, each room seems to be different but all appear to be wonderfully decorated in traditional Moroccan decor. Location is great, next to the medina; a window in the hallway next to our room actually looks into the medina. Breakfast and dinner were quite good, as well as the wine. A great location where you feel welcome and never feels full of people even with full occupancy.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2019,5,One night stay,"Very nice place to stay. The view is the best view of Fes. People were nice , although we didn’t get much time to explore this place it was very nice. I’m picky about breakfast offering at hotels and I can say that this breakfast was amazing!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2019,4,Not my problem,"Sorry, Herr General Manager (HGM) everything that happens in your hotel is your problem. Checking in at this hotel with a small touring group for a two night stay, we should have been told, but were not told that there would be a change of rooms after the first night. At check-in, it was noted that there was a quite animated ""discussion"" between another quest and a member of staff. Moments before leaving for our tour of the city the next morning, we were told we had to change rooms. Not a big problem, but we were embarrassed to make our fellow travellers wait half an hour while we repacked. The housekeeping staff were most helpful and arranged the transfer which included wet washing and hanging items On querying this with HGM, the response was ""Didn't you realise you were in a…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2019,5,Vacation,Excellent cordial and helpful staff. General manger found out it was my birthday and had the kitchen prepare a special cake for me and my group. Rooms are spacious and nice. The restaurant is top notch. The spa is outstanding!,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2019,4,Only secure place in Fes,"Only place where you can feel safe and comfortable. Place where you can escape criminals and jihad on streets. Nice atmosphere, excellent view, pleasant evening with glass of wine. Prices are acceptable.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2019,4,Should Be 4 Star Not 5,"I stayed at the Palais Faraj on October 26 and 27. The building is beautiful. We had a very nice suite. We had dinner in the restaurant both nights and breakfast twice. The food and service were both excellent. There are some not good things. The place is extremely expensive and the price is not justified. The view from the suite was nice but not compelling. For the first night, they told us that a/c was not available despite the 86 degree outside temperature. The desk man who took us to our room said “the night is cool”. It wasn’t. As a result of having the doors and windows open at night, I was kept awake by dogs barking literally most of the night. A mosque is close by and the call to prayer is loud and early. I also thought it was interesting that the staff did not…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2019,5,Truely a 5 star spa hotel!,"We stayed here 3 nights. Even by American standards, this is what you'd expect from a 5 star hotel. The room was luxurious. The restaurant had a fine menu and was well delivered on the rooftop. Breakfast had plenty of options. Service to please. The spa provided a fabulous massage. It is a bit of a hike to the medina, but is a quick ride by taxi. You'll be glad you stayed here.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2019,5,Visit to the spa,Recently I visited Fes Morocco and had a Hammam and massage at the Palais Faraj Spa I really enjoyed it. It was very relaxing. It was my first Hammam and I had the best experience. The place is beautiful and very tastefully done. I would recommend this place strongly.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2019,5,Amazing,"Visited the property for two nights with a group of friends and was blown away. The massive wood doors at the entrance to the courtyard. The beautiful lobby with its decorating and inviting scent. There were so many interesting and beautiful little corners to sit and chat that we didn’t have enough time to take advantage of all the property has to offer. The rooftop restaurant had the most amazing views of the city and the breakfasts and dinners were great. The staff were attentive to all our needs. My room was big and full of personality. Sitting areas, dressing areas, a great shower, and comfy bed. The pool was cool but so refreshing after a day of walking in the heat. Like many areas in town the stairs can be a bit tricky. Make sure to hit the light switch when using…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2019,5,Truly fabulous boutique hotel!,This boutique hotel outside the walls of Fez is gorgeous! The rooms are works of art. Authentically beautiful tiling and decor throughout the hotel. The roof top restaurant and bar afford fabulous views of Fez and the surrounding hillsides. The service was perfect.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2019,5,Riad with a View,"Palais Faraj is an extraordinary hotel, located in the medina and adjacent to the kasba. The views from the dining roof top are stunning. The food is varied and very good. The pool is spectacular. We found all of the staff very helpful, friendly and efficient. Even the general manager helped us with our luggage. Laundry was done in about an hour. This is truly a remarkable riad with large comfortable rooms.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2019,5,Exceptional Experience,"The Palais Faraj is a truly magnificent property with comfortable rooms, extraordinarily friendly and efficient staff, great restaurant, and a wonderful spa. We stayed four nights and it was the highlight of our 21 days in Morocco. Every aspect of our experience met or exceeded expectations. Centrally located near an entrance to the Médina, a truly wonderful and worthwhile experience.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2019,4,A very nice stay...,"Just spent two nights here with a plan to stay three. We absolutely loved the traditional Moroccan style this hotel has. We loved the Riad feel without it being a true Riad. Rooms were nicely decorated (we actually were in two different rooms as our first room was in the basement and a little dark-room #6.) We were graciously upgraded to an Ambassador suite the following day which was also spacious and tastefully decorated and we did not feel that the furniture was worn as some reviewers had mentioned. The beds were comfy, the bathrooms clean and well appointed although not necessarily spacious. It was nice having an extra half bath in both rooms. Our big issue was the spotty wi-fi which the management is aware of and working to improve. The breakfast service is average, the…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2019,1,Dirty Toilet,This is how I found my toilet at the suite (15) at Palais Faraj. The hotel was nice but they clearly don’t clean well. It was scary because I was there for two nights so they “made the room” twice but they still didn’t clean the toilet. It was not us who made that mess and we found out on our check out day so we have been using a dirty toilet for two days. They still charged us the two nights because the manager was not there and we are still waiting for their response.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
