 October 2022,4,Stay here if you visit Tangiers,Beautiful hotel in the middle of the best part of Tangiers for seeing the sights. The French influence is in every pore. Mainly French guests which was good for me as l can just about make myself understood. The staff were amazing. Highly recommended. Just don't drink in the bar. The prices were seriously taking the P.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,hotelName,city
 July 2015,5,Tangier Andventure,Again we stumbled across this hotel as we hadn't booked anything prior to going to Tangier. The hotel was/is wonderful; the room was spotlessly clean and the king size bed was lush. The view from our room was wonderful and the hotel was amazing.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2015,5,Fabulous hotel,"I stayed here for 4 nights early July. What a wonderful stay. The hotel is perfectly located so you can walk out within minutes of the Grande Socco and Petite Socco. My room was beautiful, in the front of the hotel with lovely views. very spacious, beautifully furnished with lovely shutters, very French. Breakfast is taken in an airconditioned room though there is a courtyard just outside with a few tables. The terrace is nearby and I did think some tables could have been laid there for us. That is my only little grumble! On arrival in Tangier my suitcase hadnt arrived, but the Concierge sorted it all out the next day, by phoning the airport and sending a taxi to collect my case. The staff are lovely and can't do enough for you. The hotel is charming, and has the…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2015,5,What a way to experience the first night in Morocco!,"We came into Morocco via ferry that landed in Tangier. I had made arrangements prior to our arrival to be picked up at the ferry landing. The hotel driver was there and he spoke perfect English! The Grand Hotel Villa de France is quite a site sitting atop a hill with an elegant driveway filled with flowers. It overlooks the souks and old town Tangier. Upon our arrival and check in, they made arrangements for us to have a guide to walk us through the town. It was incredibly interesting! The rooms were beautiful and clean. Some traditional wood carvings trailed from the headboard up to the ceiling. Incredibly intricate. It was very modern and yet had a touch of the ethnicity that you'd expect to see in this part of the world. It is no wonder that Matisse lived here…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2015,5,Classic comfort,"This old hotel was recently renovated and all classic details are still intact with fresher look. The beds are comfy and service is as good as it gets. Breakfast was diversed with fresh juices, fruits and pastries. Would definatly come back to this place.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2015,5,There should exist a special category for Grand Hotel !,"I will star by the best asset, their staff. Everyone is warm and take care of you and your interests. Special mention to the mourning Lobby/Concierge/FInance Sr. that really helped us arranging our trip to Morocco, he speaks spanish and have traveled the world so is very sharp in his suggestions. As said in other review take your time because he cant get a quote for his support since he is the best. The hotel is really as it was opened just 1 year ago, even the plates at the restaurant are new. All around the hotel rooms, stairs and walls you find little Matisse cues that are very elegant. The rooms with plenty of space, nice beds and sheets, super luxury in the bathrooms. If you get to score a Medina view room, you got the best room in Tangier. The location is very centric,…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2015,5,GREAT HOTEL,"We stayed one night at the Grand Hotel Villa de France in Tangier before leaving for Chefchaouan - this hotel is surprisingly well priced for the level of service you receive. Our room was ready early and we were checked in and shown to our room and my husband mentioned in passing that (even though we had a pool view) a sea view would have been nice, Ten minutes later, there was a knock on the door and a gentlemen offered us a sea view room! The rooms themselves were spacious and luxurious, the beds were very comfortable, the bathrooms were spotless and well equipped and each room was different but beautifully decorated. The service at this hotel was superb and the breakfast extensive and delicious. The wifi was fast - this is important to us as we have been travelling for…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2015,4,Lovingly restored,"Perfectly located - a stroll away from the main gates of the medina, this hotel has been lovingly restored & updated with today's mod cons. This is one of those places where you wish the walls could talk given its past illustrious guests that ranged from artists to movie stars & politicians. We loved the circular driveway up a slope & the commanding views from the terrace. Scattered throughout are prints of Matisse which were mostly painted when he stayed in the hotel. The staff are welcoming & helpful - suggestions & ideas on what to do, see & eat were great. The rooms hv been nicely renovated - the only drawback is that complimentary drinking water or glasses for that matter were not provided & the minibar was locked. As we were staying only 1 night - we did not bother with…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2015,5,"Beautiful hotel, lovely stay","Spent three nights here enjoying the attractions and tastes of Tangier. The hotel is elegant with some charming quirks in it's multi-building layout. The staff is attentive and helpful. The breakfast (included) is quite varied and very enjoyable when taken in the outside terrace. The grounds are lovely, and the room was very comfortable and well appointed. It was a welcome place to reenergize before going out again and again to experience the city. I highly recommend the piano bar for a night cap. The drinks are expertly made and the bar staff convivial and very knowledgeable about Tangier. I wouldn't stay anywhere else.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2015,5,simply the best!,"I really liked the sister-hotel ""El minzah"", but I definitely love the Grand Hotel Villa de France! The location, the view, the welcome inclusive valet parking into a cool inside garage, the bathroom with a window and unusual water-pressure, the styling of the room, the easy handling of sat-tv with just about any german/spanish/french program, the bar, the restaurant, the choice of beer, wines and other drinks, the excellent kitchen, the pool, the terrace, the roof-terrace...absolutely the best 5-star hotel in town. The breakfast buffet is the very best I ever had at any hotel. After asking at the reception-desk for an address to buy some great moroccan wines to take home we did not receive directions - we had one very sympathetic member of the staff accompany us to a shop from…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2015,5,"Elegant hotel, great locatiom","Two wonderful nights spent here with our teenage sons - super view, splendid service, great terrace for cocktails and excellent restaurant. An extremely pleasant location just within walking distance of the Medina. We appreciated the Matisse decor.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2015,5,Excellent,"This hotel deserves its 5* rating: The staff deliver excellent service; the bedrooms are beautiful; the public areas are luxurious and relaxing and the breakfast was delicious. My only complaint was that smoking was permitted in the breakfast room. The Grand Hotel Villa de France is everything that the El Minzah should be, but isn't.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2015,5,A Throw Back to Earlier Times and Well Worth It,"Tangier is not your best example of a Moroccan city and is a bit underwhelming, but this hotel takes the disappointment away. This hotel has been resurrected and is a throw back to the colonial days of France and well worth the stay. Once again, one of the best hotels in the city. For starters, the hotel is in a great location - on the border between the newer part of town and the old city. The hotel overlooks the Grand Socco and because of its elevation, provides a great view of the harbor and the Strait of Gibraltar, all the way back to Spain. Although it appears on paper to be within walking distance to the FRS ferry terminal, take a taxi instead because it is all uphill to the hotel and there are so many hawkers, beggars and scammers along the way. Just make sure you…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 January 2015,5,One of the best in Tangier,"The selection of good hotels in Tangier is rather meager so I was very pleased to find this gem. My other choice was boutique hotel in the casbah. Ultimately we decided on this one since the reviews were quite and more importantly it had just recently reopened after a massive restoration. Effectively making it the newest hotel in Tangier. Additionally the location is very central, within walking distance to the Place de France. The entire hotel has been retrofitted and attention has been paid to every detail. The rooms are very big and well appointed with top line amenities in the bathroom. The water pressure in the shower is astounding, I mention this because in many old hotels this is not the case. The personal service and friendliness of senior management is exceptional and…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2014,5,Beautiful luxury hotel recently refurbished and reopened,"We stayed 2 nights in the Grand Hotel Villa de France. The entrance to the hotel is imposing with a magnificent drive up to the reception and with security guards at the entrance. We were warmly and efficiently checked in and then shown to our room (a beautiful Superior room with shuttered windows looking out towards the Medina and the harbour). The hotel had been closed for many years (around 20 years we were told) and the current owners have clearly spent a great deal of money in refurbishing and fitting out the hotel which has been lovingly restored (the hotel was originally built in the late 19th century). Our room was well-fitted with multi-language, multi-channel flat-screen tv, adequate wardrobes and drawers and comfortable bed, minibar and safe. The heating/cooling…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2014,5,A touch of luxury away from the medina,"After walking round Tangiers on a day ashore from our cruise ship we came across something very different. A very posh 5 star hotel with lush lawns neatly cut and 2 guards on the gates. . We wandered up through the garden and sat down on the terrace in very comfortable armchairs . Very civilized. We were the only ones there and we sat for quite a while enjoying the sunshine.. When the waiter came we ordered a gin and tonic and a fresh orange juice and were pleasantly surprised when the bill came.. We paid 10 euros, which covered a tip, and which included an unexpected bowl of mixed nuts which we polished off in no time. The freshest, tastiest nuts I have ever eaten.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
