 August 2022,4,Good choice,Sofitel is our favorite hotel to stay in Essaouira. We love that it is away from the city in yet still close. The grounds are breathtaking. You can get rooms with views on the Atlantic. However Corona has left the hotel in a bad shape. We heard there are new owners so looking forward to the new changes. The pool has no pool tiles and they are quite sharp. My kid had a bad cut from those tiles,hotelName,city
 November 2020,5,Amazing stay,"Great location, really pleasant and clean rooms, but the thing that makes this such a good place to stay are the staff. All of the people are incredibly helpful and generous with their time and advice. Thanks for making our visit to Essaouira that much better",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2020,5,Good stay,"Thanks to the highly professional team who makes our stay so good. Unfortunately, the weather was windy. I really recommend Sofitel Essaouira to everyone who is looking for luxury and relax.#Sofitelessaouira",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2020,5,Very lovely place,"Amazing landscape (green nature with ocean what else?) We had a great time : we enjoyed the beauty of gardens, golf, ocean... Tha swimming pool is beautiful. We totally recommend this place with or without kids.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2020,5,Get there or die tryin,"Not the first time and hopefully not the last one. The mood in this hotel is getting better and better; we always disconnect and leave with good energy. This is thanks to the magic spot, a lovely staff and a very professional, efficient management team. Special thanks to Nabil; but our gratefulness goes to the whole team (every single member of the Team we interacted with) We’ll see you soon!!! Hamza and Naomi",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2019,5,"Golf, sea, privacy","It isn't that luxurious as it is the place to truly relax and just enjoy yourself & beautiful city of Essaouira. So far, I liked this town the most: cozy atmosphere, honest people, same I can tell about this hotel: you won't find here high end dining, but you will get an amazing butler, who will guide you through and help to explore Essaouira and Resort facilities. Room services are great, fits the 5* requirements; in general Villas (we have stayed in Villa) are slightly ""worn out"", but it is still very good choice for such price, bathrooms are modern and kitchenette always comes as the best place to gather; there is a fireplace inside the living room, the convenient sittings outside, around the pool. I liked this place a lot. Past more than a year and we are truly considering…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2020,5,Great hotel and staff,"Amazing weekend in Esaaouira Mandy thanks to the staff for the great service, thank you to Basma for her assistance and help. Mandy thanks to the tunisan Guy sort i Forfour his name and the restaurant staff and also mariem at réception that was very nice to us. will definitely come back with family.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2020,4,"Beautiful place, very good service.","We stayed for three nights in the hotel, the first weekend after the stop of lockdown. The first night we got a room full of issues, no tv control, the shower didn’t work, the bath tap didn’t working properly etc. I was ready to write a very nasty review despite the fact that the facilities are beautiful and the location is not bad, especially if you play golf, but when the next morning went to the reception to ask them to change a room for we met somebody who change completely our mood. It was the lady responsible for customer relations, sorry I forgot her name, who took care about us and change our room. No surprise to me but it takes always one person to destroy everything or to fix everything. The rooms are big and comfortable, the only problem is that they don’t have…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2020,5,Couple Retreat,"spent an amazing couple retreat , 3 Wonderful nights , we were really impressed by the excellent condition of the facilities . The Staff professionalism was outstanding . We would like to thank Mariam and Basma at the front desk for all the efforts they made to make our stay an unforgettable one. We will come back for sure !",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 February 2020,5,Sofitel Mogador Essaouira: wonderfull stay !!! Godfried and Linda Bresseleers,"Our stay was 14 days and was beautiful. During this holiday our children and grandchildren (6 adults and 5 grandchildren) came to visit us for 1 week. Then it became clear how warm the reception in Sofitel is. Everything was arranged perfectly and we got an upgrade from Aysra and mr. Yasin from the reception, thank you ! For our group of 13 people, the large table at the buffet was always ready thanks to Waffa and her colleagues from the restaurant, even the night watchman was very attentive. We will come back for sure !",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 February 2020,4,"beautiful location, very nice rooms","great place to play golf. nice large rooms, all with beautiful view to the west (golf, woods and swimmingpools). very good breakfast. very kind service. only two con: 1the eveningrestaurant: not great food and expensive. for the quality of the food. 2 the other restaurant only serves buffets and I do not like buffetdinners. so we did not go there, but went to Essaouira only 10 minutes drive for dinner.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 February 2020,1,poor food safety,"Food safety POOR, many in our group got sick. Cooked food was served with the same tongs used for raw chicken a minute earlier. The manager only said ""I'll look into it."" Rooms in very poor repair with peeling floors. Stay somewhere else.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 February 2020,4,Spa Hotel,"Located about 10 minutes outside of the city. The room had a lovely view and an outside sitting area. We felt the room was lacking certain important things such as a luggage rack and a desk. My husband had work to do while on vacation and had to work on the sofa. Buffet breakfast was excellent with many hot and cold selections. The coffee bar was great,",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 February 2020,1,Shocking experience,"When we checked in, the receptionist didn’t take the deposit, so whenever we ate or ordered we were asked about the payment. Staff were following us to the room to get the payment and refused to settle it while check out. This was an inconvenience mainly because myself and my husband were eating at the buffet while my mom was in the room with my baby ordering room service. I had to leave in the middle of my dinner at the restaurant to talk. They then decided to come back later but the machine didnt work and it was extremely awkward and inconvenient affair. The spray in the bathroom was broken. At the buffet, we saw the spread and then decided to come back 20 mins later. When we came back, some of the food was already finished and missing from the buffet spread. It was not…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 January 2020,5,Very nice stay,"Truly 5 star hotel. Very good service. The room was very modern and beautiful and had a great view of the ocean from the accessible balcony. We loved the walk through the golf course to the dunes and beach along the ocean. We had two minor nits: the shower had no door and spray reached the bathroom floor. The other quibble is that this Sofitel had little about it that felt of Morocco. Could have been anywhere. But, please understand: this was a very comfortable and welcoming room.The buffet dinner was good, but not especially exceptional. We did not try the a la carte dinner.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
