 November 2022,5,Hidden arabesque boutique cozy home,"Absolutely loved the Riad! Hidden gem inside the madina in Rabat. Quiet, beautiful interior, little boutique and cozy place with arebesque modern details, beautiful courtyard, and outdoor area garden with a pool. Staff very friendly and accommodating. Highly recommend for a unique and cozy traditional modern experience in Morocco!",hotelName,city
 July 2018,4,Lovely traditional riad,"If you want to be right in the historic medina, but separate from the hustle and bustle, this is a great choice. Roof terrace with its lovely little pool was a nice spot to relax, easy to get out and wander the medina for short trips when it was very hot before returning to the pool to cool off.",Riad_Kalaa,Rabat
 July 2018,3,Ok Riad,"Riad is ok, the best thing is the pool. A bit noisy inside and outside the Riad. The food just ok, salty and expensive. Service 3/5. Location is very good. Not the best place to sleep deeply. I would consider other options for the high price.",Riad_Kalaa,Rabat
 July 2018,5,Beautiful Riad with welcoming stadf,"We stayed here only one night during our trip, but all of the staff went out of their way to make our stay wonderful. They even arranged for transportation from our former destination and to our next. Very clean, a great view from the terrace and a fantastic pool.",Riad_Kalaa,Rabat
 June 2018,5,Fantastic Riad,"I stayed at Riad Kalaa for two weeks. I loved everything in it... my room, the courtyard, the terrace, the food, and the amazing staff, who would do anything to make you comfortable during your stay. The food is out of this world breakfast or dinner. The decor and architecture of the entire place is amazing. I will be returning to Rabat for work and Riad Kalaa will definitely be my number 1 choice.",Riad_Kalaa,Rabat
 July 2018,5,A perfect stay,"Had an amazing stay at Riad Kalaa - couldnt have been happier with our accommodations. Our 2 rooms on the upper floor terrace overlooked the pool. It was beautiful and peaceful. The food was incredible and service impeccable. A true gem. Hisham, the evening receptionist/concierge, was the most amazing host - whom we hired during the day as a guide. He was fabulous, we hired him the second day for the enjoyment of his company as well as his terrific help. Highly recommend this Riad, we look forward to returning again.",Riad_Kalaa,Rabat
 June 2018,5,Very stylish,"Our family of 6 stayed in this beautiful and stylish riad on our first night in Morocco. It was a wonderful introduction to the beauty of Moroccon architecture and design. Walking through the twisting narrow streets of the Médina, you enter the front door and step into a peaceful and welcoming environment. The rooms are beautifully furnished and renovated with great attention to detail. A lovely oasis.",Riad_Kalaa,Rabat
 June 2018,5,Riad style at its best,"Walking into to this riad from the dusty and crumbly alleys of the medina is a breathtaking experience. The cool, colorful interior is a wonderful example of what life in a riad was/is like. It is an intimate property with terrific and authentic decor. The staff is attentive, polite and efficient. It is not easy to find in the maze of the medina. But well worth the effort. Would highly recommend Riad Kalaa.",Riad_Kalaa,Rabat
 June 2018,5,Supreme Morocco,"Absolutely love this place! Although you feel Guilty staying in accomodation that is luxurious, while outside is another world, it has a warm inviting feel with great attention to detail and service. Well done Riad Kalaa!",Riad_Kalaa,Rabat
 August 2017,5,Slice of Heaven,"Absolutely love this beautiful riad! The welcome with tea and pastries was such a nice touch, the rooms were beautiful and clean, the atmosphere was out of a magazine. The meals are amazing and for non-Muslims who enjoy wine with dinner this is the place. The staff is unbelievably friendly and the option to receive massages is a nice touch after a long travel day or city tour. Conveniently located inside the Medina.",Riad_Kalaa,Rabat
 April 2018,5,A welcoming and lovely riad,"Not far inside the medina, Riad Kalaa is accessed off of a long alleyway, through a massive wooden door (actually, a door within a door, as is customary in many homes of this style—a smaller door with a higher-pitched brass knocker once used by female visitors set within a larger door with a massive knocker for male visitors). Once through that door, visitors/guests will find a lovely courtyard off of which guest rooms are set (with more upstairs, I believe). We were greeted with mint tea and cookies and given a map of the medina to help plan for our next day while our registration record was completed. Our room, La Sultane, was a duplex with two narrow single beds, two tables (one with a vase of fresh roses the other with a bowl of fresh fruit) on the first floor, and,…",Riad_Kalaa,Rabat
 April 2018,4,Great for Dinner.,"We highly recommend dinner at Riad Kalaa. It was delicious in a beautiful setting and at a great price. We stayed at the hotel as well but, unfortunately, found the room to be too dark and damp for us.",Riad_Kalaa,Rabat
 March 2018,5,Beautiful Riad,"We recently stayed for a night at the Riad Kalaa, and couldn't have been happier. The place was gorgeous with minimalist traditional and modern decor. We were sorry that we didn't reserve dinner because when we arrived the courtyard was beautifully set up for it. We also loved our room as it was a duplex, and perfect for our family of 4. It too was beautifully decorated, and quite comfortable. We also appreciated the large bathroom. The location was also good, although a bit tricky finding our way back after exploring the medina. It wasn't a problem, however, particularly because people were always helpful when we asked for help. Not least in our happy stay, was the excellent staff. They were so gracious and helpful during our too short stay. You can't go wrong with…",Riad_Kalaa,Rabat
 April 2018,5,Such a delightful surprise at the end of the medina windy and dirt pathways,"This was a LOVELY hotel with wonderful staff, rooms and dinner. We also enjoyed our only wine while in Morocco there and found it quite good as well.Our room was lovely and thbath included a deep sunken tub as well as lovely accoutrements.",Riad_Kalaa,Rabat
 April 2018,5,Beauty place,"We stay at Riad Kapaa for one night during our stay in Morocco. Our room was Moroccan in decor, and beautiful, ceilings about 20 feet high. Service was exceptional. We couldn’t ask for a nice taste of Morocco. Stay here!",Riad_Kalaa,Rabat
 April 2018,5,Unexpected delight,"Situated not far into the medina in a side alley you step thru wooden door into unexpected delight. Decor is delightful a mix of old moroccan charm with modern accessories. Stayed in casablanca room, large light room with separated bedroom area by screen. Sitting room and lovely well appointed bathroom. Comfortable bed, heaps of hot water. Staff went out of their way to assist. Great meal. Definitely will stay here again. Lots to explore in Rabat.",Riad_Kalaa,Rabat
